osmid,shape
428215913,POINT(-8.6626502 41.1521971)
428215941,POINT(-8.6621964 41.150416)
428216032,POINT(-8.6672984 41.1514136)
428216302,POINT(-8.6731734 41.1499151)
428216310,POINT(-8.6729301 41.151632)
428216356,POINT(-8.6404663 41.1548279)
428216357,POINT(-8.6395661 41.1573214)
428216358,POINT(-8.6400586 41.1573882)
428216364,POINT(-8.6410327 41.1564857)
428216538,POINT(-8.6399596 41.1577332)
428216714,POINT(-8.6372278 41.1562186)
428217022,POINT(-8.6332797 41.1536545)
428217463,POINT(-8.6256168 41.1601767)
428217470,POINT(-8.6261847 41.1620905)
428217475,POINT(-8.6246652 41.1600496)
428217482,POINT(-8.6285628 41.1599564)
428217533,POINT(-8.6202759 41.1592408)
428217540,POINT(-8.6232224 41.1593929)
428217626,POINT(-8.67417 41.172811)
428217628,POINT(-8.6732405 41.1721106)
428217633,POINT(-8.6712148 41.1708626)
428217648,POINT(-8.6645164 41.165615)
428217657,POINT(-8.6627543 41.1638864)
428670442,POINT(-8.6074543 41.1709921)
428670445,POINT(-8.6085458 41.1710151)
428670446,POINT(-8.6083954 41.1706766)
428670448,POINT(-8.6070512 41.1710158)
429378624,POINT(-8.6524883 41.1774126)
429378625,POINT(-8.6462308 41.1790852)
429378626,POINT(-8.6462625 41.1790527)
429378628,POINT(-8.6471733 41.1788364)
429378632,POINT(-8.6522026 41.1778955)
429378633,POINT(-8.6449399 41.1778883)
429378638,POINT(-8.6456178 41.1807936)
429378647,POINT(-8.6454909 41.1812565)
429378649,POINT(-8.6434126 41.1791802)
429378660,POINT(-8.6424951 41.1763901)
429378661,POINT(-8.642961 41.1763743)
429378663,POINT(-8.6420909 41.176973)
429380546,POINT(-8.6399479 41.1730175)
429380558,POINT(-8.6438124 41.1701386)
429380574,POINT(-8.6463077 41.1681744)
429380581,POINT(-8.6433502 41.170368)
429380593,POINT(-8.6486465 41.1685912)
429381406,POINT(-8.657531 41.1700877)
429381407,POINT(-8.6498122 41.1663173)
429381408,POINT(-8.6511915 41.166534)
429381411,POINT(-8.65024 41.1650236)
429381414,POINT(-8.6488838 41.1682214)
429381416,POINT(-8.6597969 41.1662296)
429432804,POINT(-8.6410448 41.1649218)
429432805,POINT(-8.6426933 41.1651952)
429432807,POINT(-8.6444751 41.1654216)
429432811,POINT(-8.6539951 41.1669923)
429432812,POINT(-8.6551598 41.1671848)
429432820,POINT(-8.6605018 41.1665653)
429432823,POINT(-8.6579401 41.1653283)
429432832,POINT(-8.6573438 41.1664439)
429433589,POINT(-8.6605041 41.1738726)
429433590,POINT(-8.6568391 41.1709222)
429433591,POINT(-8.6579898 41.1717246)
429433592,POINT(-8.6588749 41.1724257)
429433594,POINT(-8.660199 41.1735969)
429433615,POINT(-8.6604891 41.1735816)
429541653,POINT(-8.6576141 41.1773308)
429541654,POINT(-8.6568605 41.1761914)
429541655,POINT(-8.6566659 41.1758783)
429541682,POINT(-8.6551571 41.1733197)
429542189,POINT(-8.6619474 41.1742835)
429542194,POINT(-8.6646499 41.1714399)
429542198,POINT(-8.6684127 41.1687406)
429544555,POINT(-8.6593172 41.1762224)
429544563,POINT(-8.6619488 41.1747235)
429544580,POINT(-8.668292 41.171417)
429544585,POINT(-8.6690745 41.1713422)
429544589,POINT(-8.6710481 41.1707513)
429661809,POINT(-8.6608971 41.1754072)
430006697,POINT(-8.6051506 41.1802304)
430267067,POINT(-8.6035673 41.1858236)
430267079,POINT(-8.6011118 41.1833779)
430267081,POINT(-8.6010534 41.1847863)
430267082,POINT(-8.601066 41.18452)
430267083,POINT(-8.6026177 41.1846786)
430284833,POINT(-8.6133835 41.1838273)
430284836,POINT(-8.6118178 41.1837866)
430284846,POINT(-8.6139865 41.1843263)
431647219,POINT(-8.6167837 41.1828025)
431647237,POINT(-8.6176697 41.1784569)
431647238,POINT(-8.6184577 41.1785902)
431647245,POINT(-8.6135384 41.1825532)
431647254,POINT(-8.616803 41.1822852)
431647272,POINT(-8.6177844 41.1811149)
431647309,POINT(-8.618681 41.1784472)
431647320,POINT(-8.6198271 41.1760267)
431654297,POINT(-8.6196684 41.1715164)
431925046,POINT(-8.6020968 41.1850937)
431925048,POINT(-8.5993444 41.1829043)
432578781,POINT(-8.5995986 41.1772548)
432578798,POINT(-8.5866386 41.174221)
432578800,POINT(-8.5859292 41.1757682)
432578810,POINT(-8.5987414 41.1729881)
432578813,POINT(-8.5992093 41.1737693)
432578817,POINT(-8.5989768 41.1747749)
432578825,POINT(-8.5878116 41.172062)
432578829,POINT(-8.5880079 41.1775001)
432578831,POINT(-8.5941911 41.1754256)
432578835,POINT(-8.5877111 41.1777704)
432578836,POINT(-8.5837599 41.1812236)
432578837,POINT(-8.5857031 41.1794743)
432578838,POINT(-8.5868494 41.1784587)
432578841,POINT(-8.587832 41.1762933)
432578842,POINT(-8.5885687 41.1747312)
432578845,POINT(-8.5891971 41.1748892)
432578848,POINT(-8.5904626 41.1752997)
432578854,POINT(-8.5924272 41.1746915)
432578856,POINT(-8.5901692 41.1734081)
432578859,POINT(-8.592511 41.1742887)
432578865,POINT(-8.5891334 41.1735714)
432578866,POINT(-8.5890239 41.1737913)
432578922,POINT(-8.5959338 41.1724091)
432578938,POINT(-8.5980695 41.1732205)
432578945,POINT(-8.5985032 41.174002)
432589603,POINT(-8.5896339 41.1796948)
432597947,POINT(-8.6092111 41.1773276)
435240919,POINT(-8.6096949 41.1747329)
435240927,POINT(-8.5932327 41.1765457)
435240964,POINT(-8.613195 41.1765056)
435240970,POINT(-8.611726 41.1751557)
435240972,POINT(-8.6106306 41.1750801)
435468987,POINT(-8.6098197 41.1684728)
435468997,POINT(-8.610833 41.1675902)
435469009,POINT(-8.6088501 41.166622)
435469018,POINT(-8.6091985 41.1681425)
435469019,POINT(-8.6092693 41.1669736)
435469023,POINT(-8.6095595 41.1674835)
435477342,POINT(-8.6092151 41.1666644)
435759031,POINT(-8.6031157 41.1847846)
444004620,POINT(-8.6073743 41.1838429)
444004622,POINT(-8.6079424 41.1838312)
444004625,POINT(-8.6073948 41.1843663)
444004626,POINT(-8.6078041 41.1838358)
444004627,POINT(-8.6078107 41.1843612)
444004628,POINT(-8.6083006 41.1838222)
444004629,POINT(-8.6082829 41.1843491)
444004632,POINT(-8.6082674 41.1835937)
444004644,POINT(-8.6089174 41.1822297)
444004645,POINT(-8.609443 41.1822128)
444004646,POINT(-8.6084535 41.1822406)
444004647,POINT(-8.6084896 41.1827756)
444004648,POINT(-8.613677 41.1813853)
444004649,POINT(-8.6114524 41.1813635)
444004650,POINT(-8.6135831 41.182125)
444004651,POINT(-8.6114168 41.1820203)
444004652,POINT(-8.6112381 41.1838038)
444004655,POINT(-8.6095075 41.1836826)
444004656,POINT(-8.6151074 41.1763648)
444004657,POINT(-8.6166242 41.176172)
444004659,POINT(-8.6147778 41.1764064)
444004660,POINT(-8.6148262 41.1752166)
444004661,POINT(-8.6163336 41.174769)
444004662,POINT(-8.6086428 41.1771801)
444004667,POINT(-8.6090819 41.1757174)
444004668,POINT(-8.6091066 41.1754762)
444004669,POINT(-8.606431 41.1746325)
444004676,POINT(-8.6074801 41.175238)
444004683,POINT(-8.6070504 41.1770276)
444011313,POINT(-8.6081398 41.1769065)
444011318,POINT(-8.6058087 41.1746208)
444017060,POINT(-8.5993784 41.1710116)
444017062,POINT(-8.5990676 41.1704567)
444017063,POINT(-8.5991419 41.1697495)
444017065,POINT(-8.5987844 41.1697285)
444017067,POINT(-8.5986227 41.1711124)
444017068,POINT(-8.598374 41.1697127)
444017069,POINT(-8.5982818 41.1706376)
444017071,POINT(-8.5995487 41.1697666)
444023177,POINT(-8.6019633 41.165985)
444023185,POINT(-8.5939286 41.1671382)
444026520,POINT(-8.5960037 41.1809981)
444026527,POINT(-8.5949745 41.1805561)
444026528,POINT(-8.5954369 41.1812202)
444030213,POINT(-8.5825817 41.1777891)
444030215,POINT(-8.5807307 41.1790636)
444030218,POINT(-8.5810975 41.179415)
444030221,POINT(-8.5800586 41.17881)
444030224,POINT(-8.5786598 41.1784147)
444030227,POINT(-8.5769654 41.1786054)
444030230,POINT(-8.5750211 41.1794105)
444030231,POINT(-8.574724 41.1795163)
444030234,POINT(-8.5763333 41.1780371)
444030240,POINT(-8.5767158 41.1787102)
444030247,POINT(-8.5784179 41.177815)
444030255,POINT(-8.5827631 41.1748298)
445041881,POINT(-8.5863146 41.1799085)
445041885,POINT(-8.5853026 41.1783361)
445041886,POINT(-8.5851364 41.1799952)
445041887,POINT(-8.5836784 41.1799757)
445041888,POINT(-8.5862699 41.1799374)
445439255,POINT(-8.6005068 41.1733306)
445439258,POINT(-8.6002626 41.1729453)
445439274,POINT(-8.5989175 41.1717814)
445439284,POINT(-8.5984163 41.1724281)
445439290,POINT(-8.5995415 41.1743141)
445439300,POINT(-8.5891946 41.1796622)
445439334,POINT(-8.5991627 41.1721665)
445439337,POINT(-8.5995017 41.1727266)
445439340,POINT(-8.5997434 41.1731101)
445439343,POINT(-8.5999662 41.1735139)
445439344,POINT(-8.6002899 41.1740581)
446308238,POINT(-8.6027886 41.1837513)
447867547,POINT(-8.5841826 41.1751469)
447872455,POINT(-8.5732196 41.1796074)
447872456,POINT(-8.5730703 41.1794246)
447881534,POINT(-8.5832638 41.1748928)
447918300,POINT(-8.5830866 41.1745918)
452518418,POINT(-8.6044449 41.1601915)
452682212,POINT(-8.6066736 41.1534433)
452682218,POINT(-8.6063287 41.1532747)
452682249,POINT(-8.6100429 41.1521134)
452682253,POINT(-8.6099411 41.1539912)
452682265,POINT(-8.6096448 41.1516617)
452682270,POINT(-8.6100128 41.153282)
452682282,POINT(-8.6085497 41.1535469)
452682286,POINT(-8.6099552 41.1536187)
452682289,POINT(-8.6100624 41.15362)
452682297,POINT(-8.6100626 41.1535021)
452682300,POINT(-8.6099589 41.153504)
452682304,POINT(-8.6100572 41.1542028)
455341194,POINT(-8.6212708 41.1566109)
473240006,POINT(-8.6070424 41.1599876)
473849954,POINT(-8.6234251 41.1622575)
473849956,POINT(-8.6247836 41.1625702)
473859168,POINT(-8.6233451 41.1621045)
473859170,POINT(-8.6225149 41.1625947)
473859815,POINT(-8.6217776 41.1603125)
473872067,POINT(-8.6245398 41.1610474)
473873465,POINT(-8.6099785 41.1574804)
473874237,POINT(-8.6136485 41.1575779)
473877733,POINT(-8.6139597 41.1576435)
473878708,POINT(-8.6133324 41.1584404)
473879871,POINT(-8.6120852 41.158661)
473879887,POINT(-8.6132774 41.1586333)
473880555,POINT(-8.6128232 41.1589365)
473882633,POINT(-8.6128682 41.1587827)
474385797,POINT(-8.6200199 41.1626639)
474385800,POINT(-8.6204615 41.1621289)
474541483,POINT(-8.6211627 41.1606956)
474541515,POINT(-8.6180098 41.1599255)
474543238,POINT(-8.6171392 41.1598881)
474544834,POINT(-8.6170527 41.1589957)
474546948,POINT(-8.6163008 41.1633535)
474546975,POINT(-8.617135 41.1601592)
474546985,POINT(-8.6167355 41.1609872)
474546987,POINT(-8.616696 41.161263)
474549060,POINT(-8.6184451 41.1625441)
474549084,POINT(-8.6186313 41.1609963)
474549120,POINT(-8.6206935 41.161495)
474551135,POINT(-8.6179264 41.1609058)
474552495,POINT(-8.6211012 41.161111)
474559375,POINT(-8.612181 41.1628418)
474676238,POINT(-8.6129761 41.1614218)
474676240,POINT(-8.6129206 41.161917)
474676250,POINT(-8.6138313 41.1595112)
474677888,POINT(-8.6140135 41.1592117)
474677911,POINT(-8.6142468 41.1575429)
474677934,POINT(-8.6130665 41.1566312)
474681706,POINT(-8.6143955 41.1592681)
474681726,POINT(-8.6163114 41.1598557)
474682657,POINT(-8.615738 41.162271)
474683167,POINT(-8.6154414 41.1622297)
474683172,POINT(-8.6156751 41.1618865)
474690461,POINT(-8.6145054 41.1662853)
474691686,POINT(-8.6152851 41.1632312)
474691694,POINT(-8.6148876 41.1648557)
474691703,POINT(-8.6143419 41.1670268)
474694626,POINT(-8.6174773 41.1635113)
474695389,POINT(-8.6185099 41.163633)
474695395,POINT(-8.6173782 41.1640758)
474695427,POINT(-8.6179517 41.1674949)
474697403,POINT(-8.6202394 41.16385)
474697405,POINT(-8.6199271 41.1648562)
474697409,POINT(-8.6193399 41.1657856)
474701471,POINT(-8.6222007 41.1655524)
474701473,POINT(-8.620506 41.1653043)
474728387,POINT(-8.620199 41.1675609)
474728395,POINT(-8.6204469 41.1657243)
474728398,POINT(-8.6206243 41.1644612)
474729164,POINT(-8.6211652 41.1603442)
474780335,POINT(-8.6237161 41.1628625)
474780958,POINT(-8.6236283 41.16074)
474785716,POINT(-8.6228757 41.1648567)
474787665,POINT(-8.6248238 41.1656525)
474787957,POINT(-8.6238274 41.1653917)
474789304,POINT(-8.6214164 41.1674924)
474789325,POINT(-8.6168132 41.1675951)
474793789,POINT(-8.6115648 41.1665059)
474793814,POINT(-8.6133447 41.1666419)
474794842,POINT(-8.6118059 41.1671601)
474794846,POINT(-8.6122183 41.1664113)
474797429,POINT(-8.6119236 41.167448)
474797441,POINT(-8.6122959 41.1670542)
474798130,POINT(-8.613608 41.166277)
474799742,POINT(-8.6131548 41.1671465)
474800358,POINT(-8.6131726 41.1666015)
474800738,POINT(-8.6129931 41.1675385)
474800745,POINT(-8.6143993 41.1687236)
474800746,POINT(-8.6144794 41.1686362)
474802735,POINT(-8.6125032 41.1640933)
474818251,POINT(-8.6237267 41.165791)
475044410,POINT(-8.6209476 41.1622085)
475049092,POINT(-8.6224207 41.1579761)
475050311,POINT(-8.6225988 41.1558096)
475052386,POINT(-8.6228781 41.1527941)
475054556,POINT(-8.6242901 41.1555452)
475055357,POINT(-8.6243988 41.1555402)
475055368,POINT(-8.6248462 41.1565964)
475064050,POINT(-8.6214273 41.1559859)
475064052,POINT(-8.6211787 41.1557817)
475073406,POINT(-8.6177366 41.1571931)
475080479,POINT(-8.6143688 41.162384)
475082796,POINT(-8.6142388 41.1621369)
475082799,POINT(-8.6142332 41.1620717)
475116899,POINT(-8.6233256 41.166114)
475117687,POINT(-8.6237209 41.1653635)
475328014,POINT(-8.6197889 41.164366)
475328017,POINT(-8.6198628 41.1638048)
475329138,POINT(-8.6193766 41.1643171)
475329142,POINT(-8.6194714 41.1637513)
475333883,POINT(-8.6214814 41.1635656)
475338021,POINT(-8.628344 41.1642818)
475339285,POINT(-8.6294563 41.1634382)
475339286,POINT(-8.6281848 41.1621748)
475341668,POINT(-8.6315939 41.1608865)
475341697,POINT(-8.6287632 41.1621087)
475341703,POINT(-8.6292119 41.162189)
475347095,POINT(-8.6291134 41.1609335)
475352608,POINT(-8.6180687 41.1569131)
475354599,POINT(-8.614882 41.1572359)
475354600,POINT(-8.6143979 41.157044)
475354682,POINT(-8.6146103 41.1567428)
475356004,POINT(-8.6248936 41.1656644)
475392099,POINT(-8.6125098 41.156639)
475392102,POINT(-8.6125059 41.1567757)
475394841,POINT(-8.6123379 41.1576056)
475394859,POINT(-8.6120352 41.1567665)
475405130,POINT(-8.6066595 41.1518213)
475405131,POINT(-8.6069718 41.1512397)
475405136,POINT(-8.6071817 41.1516049)
475408774,POINT(-8.6098624 41.1487354)
475410116,POINT(-8.60811 41.1472781)
475410118,POINT(-8.6075947 41.1481107)
475410511,POINT(-8.6081345 41.1482742)
475413943,POINT(-8.606457 41.147981)
475548530,POINT(-8.6154811 41.1449087)
475549048,POINT(-8.6155193 41.1431862)
475549495,POINT(-8.6159262 41.1433932)
475550923,POINT(-8.6156467 41.1442858)
475552091,POINT(-8.616929 41.1424817)
475552096,POINT(-8.6173996 41.143584)
475555187,POINT(-8.6165362 41.1418909)
475568688,POINT(-8.6201203 41.1456564)
475568776,POINT(-8.6194073 41.1460583)
475572180,POINT(-8.6209521 41.1442136)
475704953,POINT(-8.6261296 41.1453963)
475708335,POINT(-8.6234841 41.1448442)
475715798,POINT(-8.6234914 41.1443645)
475716312,POINT(-8.6225292 41.1440446)
475737524,POINT(-8.6142649 41.1444726)
475737531,POINT(-8.6135417 41.1440033)
475876236,POINT(-8.6111758 41.1445132)
475877057,POINT(-8.6121627 41.143803)
475877747,POINT(-8.611878 41.1441705)
478087374,POINT(-8.6277139 41.1499462)
478087440,POINT(-8.629121 41.1489541)
478089188,POINT(-8.6271843 41.1492462)
478089195,POINT(-8.6280372 41.1487689)
478100783,POINT(-8.6289513 41.150509)
478115206,POINT(-8.6291464 41.1465992)
478208164,POINT(-8.6260501 41.1508659)
478212483,POINT(-8.6303529 41.1473141)
478632189,POINT(-8.6326805 41.1471766)
478632387,POINT(-8.6341973 41.1477534)
478632725,POINT(-8.630736 41.1484294)
478645965,POINT(-8.6302631 41.1460545)
478645996,POINT(-8.6305072 41.1456867)
478646205,POINT(-8.629334 41.1453695)
478646306,POINT(-8.6291387 41.1455934)
478821668,POINT(-8.6318066 41.1463634)
478821940,POINT(-8.6314509 41.1461372)
478862297,POINT(-8.6341509 41.1489629)
478863000,POINT(-8.6335705 41.1476274)
478863293,POINT(-8.6305498 41.1516317)
478863896,POINT(-8.6304881 41.1507222)
478902811,POINT(-8.6336044 41.1509258)
478903237,POINT(-8.6367337 41.148534)
478903418,POINT(-8.6333733 41.1478505)
478903689,POINT(-8.6362938 41.1483356)
478927788,POINT(-8.6370336 41.1499125)
478928715,POINT(-8.6430551 41.1487234)
479183080,POINT(-8.6394949 41.151283)
479183169,POINT(-8.6417398 41.1518946)
479183225,POINT(-8.641801 41.1538865)
479183377,POINT(-8.6417224 41.151577)
479183608,POINT(-8.6375345 41.1528317)
479183873,POINT(-8.6344234 41.1524621)
479183986,POINT(-8.6400184 41.1508925)
479184009,POINT(-8.6400789 41.1505757)
479184108,POINT(-8.6389352 41.150977)
479184136,POINT(-8.6390306 41.1504681)
479184232,POINT(-8.6405719 41.1517835)
479184251,POINT(-8.6407169 41.1507943)
479184346,POINT(-8.6414173 41.1511136)
479184362,POINT(-8.6402404 41.1510503)
479184464,POINT(-8.6405513 41.1507728)
479225615,POINT(-8.6433747 41.1490474)
479225626,POINT(-8.6431112 41.1493703)
479225641,POINT(-8.6460223 41.1514096)
479225864,POINT(-8.6456878 41.1501398)
479225907,POINT(-8.6448371 41.1501975)
479225996,POINT(-8.6436478 41.1487932)
479226309,POINT(-8.6453053 41.1510322)
479226382,POINT(-8.646026 41.1543254)
479226522,POINT(-8.6468635 41.1531716)
479226734,POINT(-8.6453748 41.1519894)
479226826,POINT(-8.6454337 41.1518703)
479235515,POINT(-8.6457855 41.1534908)
479235576,POINT(-8.6454161 41.1521261)
479292807,POINT(-8.6512403 41.1504977)
479292879,POINT(-8.6540771 41.1507594)
479292902,POINT(-8.6533277 41.1512612)
479292937,POINT(-8.6531121 41.1513825)
479297761,POINT(-8.6523355 41.1512238)
479297762,POINT(-8.6519087 41.1510164)
479297772,POINT(-8.6523834 41.1506411)
479297773,POINT(-8.6520734 41.1508599)
479309290,POINT(-8.6522116 41.1507326)
479309406,POINT(-8.6534992 41.151135)
479309636,POINT(-8.6518367 41.1504173)
479411820,POINT(-8.6538522 41.15088)
479411901,POINT(-8.6527104 41.1504301)
479411934,POINT(-8.6530963 41.1501321)
479411938,POINT(-8.6525225 41.1506069)
479412004,POINT(-8.653309 41.1515525)
479412037,POINT(-8.6529819 41.1513884)
479412088,POINT(-8.6536968 41.150984)
479416369,POINT(-8.6540449 41.1503963)
479416374,POINT(-8.6526937 41.1495913)
479435788,POINT(-8.6509062 41.1506993)
479435793,POINT(-8.650835 41.1502517)
479435796,POINT(-8.6510437 41.1497693)
479435831,POINT(-8.6498031 41.1488463)
479435839,POINT(-8.6507429 41.1495622)
479435852,POINT(-8.650176 41.1489451)
479435872,POINT(-8.6492591 41.1486808)
479435875,POINT(-8.6490598 41.1489474)
479435897,POINT(-8.6499384 41.1481493)
479437609,POINT(-8.6502953 41.1486085)
479512726,POINT(-8.6580056 41.1509137)
479512730,POINT(-8.6607215 41.1502546)
479512742,POINT(-8.658715 41.1482235)
479512746,POINT(-8.6563048 41.1486019)
479512748,POINT(-8.6561156 41.1492482)
479519950,POINT(-8.6597133 41.1500765)
479519960,POINT(-8.6602236 41.1489256)
479519962,POINT(-8.6594438 41.1492173)
479519998,POINT(-8.6586608 41.1484936)
479520002,POINT(-8.6586955 41.148693)
479520003,POINT(-8.6586824 41.1494399)
479520009,POINT(-8.6589893 41.1503109)
479520016,POINT(-8.6604751 41.1503676)
479520021,POINT(-8.6586387 41.1502311)
479520023,POINT(-8.6581911 41.1501718)
479520025,POINT(-8.6576728 41.1500961)
479520028,POINT(-8.6576339 41.1505539)
479520029,POINT(-8.6581247 41.150537)
479522366,POINT(-8.660535 41.1497004)
479522367,POINT(-8.6610995 41.1494798)
480309117,POINT(-8.6623635 41.1501805)
480309121,POINT(-8.6623855 41.1500222)
480309175,POINT(-8.6654804 41.1503995)
480319118,POINT(-8.667376 41.1506971)
480319124,POINT(-8.666492 41.1494647)
480319136,POINT(-8.6667903 41.1488524)
480319146,POINT(-8.6667026 41.1478766)
480319153,POINT(-8.6671792 41.1495981)
480323884,POINT(-8.6666382 41.1497149)
480323903,POINT(-8.6668168 41.1507015)
480323927,POINT(-8.667954 41.148714)
480323936,POINT(-8.6680702 41.1491749)
480323939,POINT(-8.6679253 41.1499072)
480323961,POINT(-8.6674883 41.1512001)
480328296,POINT(-8.6651244 41.1493039)
480328314,POINT(-8.6638144 41.1491291)
480328318,POINT(-8.6638569 41.14888)
480328320,POINT(-8.6650549 41.1497972)
480331319,POINT(-8.6654911 41.147906)
480331349,POINT(-8.6662982 41.1494121)
480331364,POINT(-8.6657489 41.1486704)
480333434,POINT(-8.6659829 41.1490751)
480333437,POINT(-8.6656628 41.1492157)
480333461,POINT(-8.6655324 41.1490254)
480346169,POINT(-8.6630282 41.1495054)
480346178,POINT(-8.6628317 41.1494931)
480346202,POINT(-8.6625404 41.1491213)
480346209,POINT(-8.6624727 41.1490937)
480346260,POINT(-8.6627854 41.1481797)
480346311,POINT(-8.6621634 41.1493089)
480346323,POINT(-8.6615301 41.1492714)
480346337,POINT(-8.6616551 41.1490144)
480346381,POINT(-8.661736 41.1495486)
480346389,POINT(-8.6619856 41.1490347)
480346404,POINT(-8.6620386 41.1495621)
480346406,POINT(-8.6624187 41.1486778)
480346408,POINT(-8.6624068 41.1484877)
480346473,POINT(-8.6626002 41.1489015)
480346512,POINT(-8.6612697 41.1481258)
480346525,POINT(-8.6613084 41.1489427)
480348682,POINT(-8.6659544 41.1477082)
480348685,POINT(-8.6662942 41.1475622)
480348688,POINT(-8.666708 41.1483121)
480348703,POINT(-8.6671693 41.1479994)
480476921,POINT(-8.6673602 41.1480545)
480476926,POINT(-8.6685153 41.1483855)
480476935,POINT(-8.6695728 41.1485098)
480476939,POINT(-8.6684531 41.1488387)
480476955,POINT(-8.6698765 41.1490114)
480476965,POINT(-8.6692353 41.1502704)
480476967,POINT(-8.6694233 41.1504983)
480476972,POINT(-8.6675001 41.1504822)
480476985,POINT(-8.6682287 41.1517234)
480476987,POINT(-8.6705959 41.1506789)
480476991,POINT(-8.6700719 41.149909)
480477004,POINT(-8.667027 41.1473802)
480477009,POINT(-8.6679734 41.147739)
480482912,POINT(-8.6727894 41.1506596)
480482921,POINT(-8.6745037 41.1499925)
480482924,POINT(-8.675786 41.1502589)
480482929,POINT(-8.6754028 41.1506279)
480482932,POINT(-8.6747174 41.1500022)
480482944,POINT(-8.6717453 41.150277)
480482945,POINT(-8.6718961 41.1502008)
480482950,POINT(-8.6734881 41.1499033)
480482958,POINT(-8.6717667 41.1490278)
480482965,POINT(-8.6722208 41.1493653)
480482966,POINT(-8.6722058 41.1490342)
480482974,POINT(-8.6687146 41.1492057)
480482975,POINT(-8.6683078 41.1494875)
480482979,POINT(-8.6683046 41.1487947)
480482980,POINT(-8.6681589 41.1490345)
480482981,POINT(-8.668441 41.1492209)
480482982,POINT(-8.6706465 41.1506241)
480486045,POINT(-8.670368 41.1514602)
480486049,POINT(-8.6703404 41.1510026)
480486059,POINT(-8.6704961 41.1514716)
480486064,POINT(-8.670258 41.1529827)
480494922,POINT(-8.6749165 41.1520051)
480494925,POINT(-8.6756101 41.1516192)
480495862,POINT(-8.6773244 41.1513616)
480495867,POINT(-8.6777947 41.1519668)
480495869,POINT(-8.6774838 41.152161)
480495881,POINT(-8.6769226 41.1515599)
480496458,POINT(-8.6740354 41.1535609)
480499766,POINT(-8.6642488 41.1523145)
480499770,POINT(-8.6638427 41.151163)
480499776,POINT(-8.664543 41.1513929)
480499782,POINT(-8.6647312 41.1515317)
480499788,POINT(-8.6631923 41.1510554)
480499793,POINT(-8.6626434 41.151163)
480500597,POINT(-8.667755 41.1516022)
481266067,POINT(-8.6775147 41.1529755)
481266081,POINT(-8.6773404 41.1524526)
481392108,POINT(-8.6765339 41.1542895)
481392110,POINT(-8.677598 41.1539248)
481392111,POINT(-8.67607 41.1538236)
481392122,POINT(-8.6790556 41.1551738)
481392129,POINT(-8.677607 41.1543483)
481401110,POINT(-8.6749205 41.1561506)
481401116,POINT(-8.6740674 41.1559037)
481410572,POINT(-8.6784841 41.1545593)
481410594,POINT(-8.6777903 41.1547528)
481410597,POINT(-8.6775337 41.1548692)
481410608,POINT(-8.6783456 41.1554753)
481410618,POINT(-8.6796681 41.1557413)
492269066,POINT(-8.6664401 41.1567998)
492269069,POINT(-8.6685249 41.1557413)
492269070,POINT(-8.6701334 41.1551214)
492269071,POINT(-8.6710114 41.1546168)
492269072,POINT(-8.6713095 41.1544902)
492269494,POINT(-8.6675249 41.1563937)
492269496,POINT(-8.6676767 41.1557986)
492270084,POINT(-8.6708112 41.1558062)
492273248,POINT(-8.6695654 41.1546278)
492273252,POINT(-8.6692079 41.1542959)
492280362,POINT(-8.6691449 41.1564587)
492280365,POINT(-8.66925 41.1566197)
493669078,POINT(-8.6679886 41.1549707)
493669084,POINT(-8.6674436 41.1548656)
493669113,POINT(-8.6667014 41.1542164)
493669127,POINT(-8.6683756 41.1541165)
493669144,POINT(-8.6682303 41.1538062)
493669233,POINT(-8.6658456 41.155562)
493669251,POINT(-8.6661315 41.155091)
493669253,POINT(-8.6668866 41.1550704)
493669400,POINT(-8.6693758 41.1540336)
493669412,POINT(-8.6687465 41.1550776)
493669426,POINT(-8.6669162 41.1538702)
495173377,POINT(-8.6845319 41.1632502)
495503425,POINT(-8.6627647 41.1633061)
495503487,POINT(-8.6607695 41.1621142)
495503510,POINT(-8.6597478 41.1629597)
495503656,POINT(-8.6698318 41.1635762)
495503865,POINT(-8.6724409 41.1610117)
495503880,POINT(-8.6740728 41.1614599)
495503905,POINT(-8.6646435 41.1618621)
495503994,POINT(-8.6643028 41.1631566)
495504019,POINT(-8.6664122 41.1626223)
495504020,POINT(-8.6665407 41.1622017)
495504022,POINT(-8.6678842 41.162428)
495504071,POINT(-8.6682236 41.1629375)
495504087,POINT(-8.6649267 41.1617245)
495504202,POINT(-8.6655623 41.1605813)
497159080,POINT(-8.6715265 41.1555327)
497171006,POINT(-8.6583766 41.1551678)
497171011,POINT(-8.6578909 41.1546258)
497171014,POINT(-8.6571505 41.1535503)
497171018,POINT(-8.6571962 41.1529739)
497171021,POINT(-8.6567356 41.1522923)
497171024,POINT(-8.6630723 41.1576174)
497171025,POINT(-8.6623592 41.156601)
497171036,POINT(-8.6595856 41.1537841)
497171043,POINT(-8.6603286 41.1554678)
497171051,POINT(-8.6606622 41.155342)
497171065,POINT(-8.6631084 41.1576626)
497176041,POINT(-8.6729467 41.1597995)
497176047,POINT(-8.6729961 41.1599093)
497176051,POINT(-8.675711 41.1596628)
497176053,POINT(-8.6745553 41.1596526)
497181905,POINT(-8.6777051 41.1619862)
497181910,POINT(-8.6761724 41.1615337)
497181917,POINT(-8.6777077 41.1612294)
497181921,POINT(-8.6763691 41.1614708)
