shape,start_node,end_node,osmid,oneway,length
"LINESTRING (-8.6109341 41.1451983, -8.6107598 41.1452533, -8.6106958 41.1452371)",129559333,1390263696,197434949,False,21.479
"LINESTRING (-8.6109341 41.1451983, -8.610908 41.1453342, -8.6108368 41.1458221)",129559333,3092601795,715176795,False,69.848
"LINESTRING (-8.6109341 41.1451983, -8.6110073 41.1451826, -8.6111435 41.1450813, -8.6111453 41.1450405)",129559333,2208159169,1152389610,True,26.942
"LINESTRING (-8.614152 41.1427381, -8.6142602 41.1424726)",129559334,2356350474,217344337,False,30.881
"LINESTRING (-8.614152 41.1427381, -8.6140708 41.1428314, -8.6137273 41.1430833, -8.6132022 41.143488)",129559334,10717832797,216891254,False,115.469
"LINESTRING (-8.6565083 41.1508289, -8.6563693 41.1504707)",129665112,129665113,13843680,True,41.496
"LINESTRING (-8.6565083 41.1508289, -8.6567605 41.1509796, -8.6570318 41.1510641, -8.6570855 41.1510783, -8.6573042 41.1511072)",129665112,128668303,12296762,True,74.89500000000001
"LINESTRING (-8.6563693 41.1504707, -8.6562014 41.1502315, -8.6559267 41.149973, -8.6555834 41.1498308, -8.6551371 41.1496628, -8.654768 41.1495077, -8.654426 41.1493016, -8.6543818 41.149275, -8.6543101 41.1492102)",129665113,1353859187,835497258,True,227.665
"LINESTRING (-8.656015 41.1504079, -8.6562095 41.1505726, -8.6563415 41.1506816, -8.6565083 41.1508289)",129667176,129665112,12296762,True,62.434999999999995
"LINESTRING (-8.656015 41.1504079, -8.6562272 41.1507615, -8.6562529 41.1509683, -8.6562429 41.1511699)",129667176,129667179,207634488,True,88.67500000000001
"LINESTRING (-8.6562429 41.1511699, -8.6561749 41.1513795, -8.6560596 41.1515566, -8.6559524 41.1517135)",129667179,128668299,207634488,True,65.544
"LINESTRING (-8.6562429 41.1511699, -8.6562606 41.1511914, -8.6562806 41.1512059, -8.6563229 41.1512199, -8.6563491 41.1512244, -8.6563777 41.1512272, -8.6564184 41.1512257, -8.6564427 41.1512226, -8.656467 41.1512159, -8.6565109 41.1511956)",129667179,4440997253,446878972,True,25.627999999999997
"LINESTRING (-8.6564339 41.1514604, -8.6559524 41.1517135)",129676781,128668299,167487362,False,49.166
"LINESTRING (-8.6564339 41.1514604, -8.656498 41.1512491, -8.6565109 41.1511956)",129676781,4440997253,13843680,True,30.147
"LINESTRING (-8.6564339 41.1514604, -8.6566378 41.1513776, -8.6566812 41.1513584, -8.6571424 41.15116, -8.6573042 41.1511072)",129676781,128668303,167487362,False,82.849
"LINESTRING (-8.6482639 41.1553921, -8.6482653 41.1553225, -8.6482528 41.1552515, -8.6482583 41.1551896, -8.6482987 41.155119, -8.6483376 41.1550729, -8.6484203 41.1550159)",129692092,129779462,13848026,True,46.61
"LINESTRING (-8.6482639 41.1553921, -8.6484595 41.1558088, -8.648478 41.1558867, -8.6485024 41.1559898, -8.6485732 41.1564243)",129692092,126554316,316967084,False,118.26499999999999
"LINESTRING (-8.6480622 41.1549543, -8.6481497 41.1549978, -8.6482299 41.1550237, -8.6483054 41.1550258, -8.6484203 41.1550159)",129692094,129779462,13848099,True,32.092
"LINESTRING (-8.6480622 41.1549543, -8.6480587 41.1550018, -8.6482024 41.1552906, -8.6482639 41.1553921)",129692094,129692092,13848119,True,51.988
"LINESTRING (-8.6486768 41.1549438, -8.6487492 41.1549074, -8.6488912 41.1548421, -8.6490088 41.1547352)",129777800,129777802,13848026,True,36.655
"LINESTRING (-8.6486768 41.1549438, -8.6487852 41.1549317, -8.6488313 41.154934, -8.6489137 41.1549568, -8.6490032 41.1550182)",129777800,1840161096,173184601,True,30.53
"LINESTRING (-8.6490088 41.1547352, -8.6491559 41.1544226, -8.6492137 41.1543467)",129777802,314074370,212712362,True,46.606
"LINESTRING (-8.6484203 41.1550159, -8.6486768 41.1549438)",129779462,129777800,13848026,True,22.923
"LINESTRING (-8.6414847 41.1514765, -8.641491 41.1514449, -8.641531 41.1512425, -8.6415333 41.151231, -8.6415234 41.1511939, -8.6414812 41.151156, -8.6414173 41.1511136)",129784803,479184346,39911810,False,44.438
"LINESTRING (-8.6414847 41.1514765, -8.6415513 41.1514842, -8.6417336 41.1515052, -8.6418743 41.1515318, -8.6420327 41.1515736, -8.6423122 41.1516431)",129784803,4444772637,63202743,True,71.92699999999999
"LINESTRING (-8.6406315 41.1513944, -8.6405719 41.1517835)",129786479,479184232,39911803,False,43.553
"LINESTRING (-8.6406315 41.1513944, -8.640747 41.151411, -8.6414306 41.1514739, -8.6414847 41.1514765)",129786479,129784803,95841112,True,72.045
"LINESTRING (-8.6406315 41.1513944, -8.6406371 41.1512927, -8.640669 41.1510893)",129786479,1108247111,95841140,False,34.092
"LINESTRING (-8.6356995 41.151081, -8.6358814 41.151023, -8.6364602 41.1508036, -8.6375665 41.1503654, -8.6379237 41.1502173, -8.6386461 41.1499345, -8.6393757 41.1496695, -8.6399937 41.149495, -8.6404486 41.1493981, -8.6410382 41.1493058, -8.6411189 41.1492939, -8.6412042 41.1492871, -8.6413701 41.1492757, -8.6415254 41.1492754, -8.6416693 41.1492778, -8.6417879 41.1492828, -8.641902 41.1492929, -8.6421363 41.1493179, -8.6424378 41.1493655, -8.6426413 41.1494189, -8.6428201 41.1494662, -8.6430334 41.1495396, -8.6432281 41.1496169, -8.6434227 41.1497054, -8.6436561 41.1498345, -8.6439591 41.1500509, -8.6441352 41.150218, -8.6442668 41.1503591, -8.6443601 41.1504811, -8.6444252 41.1505719, -8.6444805 41.1506626, -8.6445624 41.1508175, -8.6446212 41.1509676, -8.6446344 41.1510969, -8.644636 41.1511894, -8.6446179 41.1512949, -8.6445834 41.1513906, -8.6445366 41.1514682, -8.6444868 41.1515359, -8.644408 41.1516227, -8.6443268 41.1516923, -8.6442351 41.1517548, -8.6441409 41.1518023, -8.6440592 41.1518408, -8.6439578 41.1518757, -8.6438038 41.1519117, -8.6437194 41.151926, -8.6435787 41.151942, -8.6434307 41.1519392, -8.643263 41.1519183, -8.6430886 41.1518713, -8.6429199 41.1518057, -8.6426829 41.1517091)",129788146,26016457,"[95841122, 95841100, 95841106, 95841144, 12297977]",True,1114.532
"LINESTRING (-8.6356995 41.151081, -8.6364321 41.1510822, -8.6371631 41.1510986, -8.6375988 41.1511266, -8.638052 41.1511536, -8.6380806 41.1511561, -8.6382037 41.1511669, -8.6385377 41.1511961, -8.6394949 41.151283)",129788146,479183080,"[95841112, 13848683, 95841135]",True,318.913
"LINESTRING (-8.6345618 41.1511466, -8.6356995 41.151081)",129789018,129788146,1030031002,True,95.535
"LINESTRING (-8.6327321 41.1520394, -8.6327838 41.1518743, -8.6329085 41.151732, -8.6335434 41.1513316, -8.633651 41.1512813, -8.6337425 41.1512385, -8.6338682 41.1511964, -8.6340246 41.1511682, -8.6345618 41.1511466)",129792737,129789018,128363657,True,196.80800000000002
"LINESTRING (-8.6296436 41.1560838, -8.6298205 41.1557576, -8.6298762 41.1556611, -8.630041 41.1554107)",129795158,1438444064,13848836,True,81.953
"LINESTRING (-8.6296436 41.1560838, -8.6296848 41.1558543, -8.6296924 41.1557588, -8.6296842 41.1556955, -8.629664 41.1556599, -8.6296403 41.1556217, -8.6295815 41.1555597, -8.6295076 41.1554844)",129795158,129795568,448860912,True,71.33600000000001
"LINESTRING (-8.6307303 41.1548092, -8.6302935 41.1551671)",129795309,314555992,1018561643,False,54.048
"LINESTRING (-8.6307303 41.1548092, -8.6307155 41.1546138, -8.6307169 41.1544924)",129795309,129800097,13849088,True,35.263000000000005
"LINESTRING (-8.6307303 41.1548092, -8.6308678 41.1546975, -8.6309024 41.1546686, -8.6310274 41.1545682)",129795309,129800102,14326205,False,36.563
"LINESTRING (-8.6295076 41.1554844, -8.6290019 41.1551463)",129795568,137817763,14326258,True,56.621
"LINESTRING (-8.6307169 41.1544924, -8.6306337 41.1534602)",129800097,1416622188,13849088,True,114.987
"LINESTRING (-8.6310274 41.1545682, -8.6308755 41.1545311, -8.6307169 41.1544924)",129800102,129800097,13849075,True,27.328
"LINESTRING (-8.6310274 41.1545682, -8.6313664 41.1543298, -8.6317376 41.1540676, -8.6318156 41.1540073)",129800102,2244990442,"[482263508, 14326205]",False,90.809
"LINESTRING (-8.6310274 41.1545682, -8.6309024 41.1546686, -8.6308678 41.1546975, -8.6307303 41.1548092)",129800102,129795309,14326205,False,36.563
"LINESTRING (-8.6242502 41.1571135, -8.6247437 41.1572291, -8.6247696 41.1572354, -8.6248537 41.1572559)",129953503,138214591,13854847,True,52.949
"LINESTRING (-8.6242502 41.1571135, -8.6247604 41.1571586, -8.6247875 41.1571604, -8.6248998 41.1571696)",129953503,1110673414,35202691,True,54.742
"LINESTRING (-8.6207729 41.1565309, -8.6212708 41.1566109)",129953504,455341194,434872537,True,42.623
"LINESTRING (-8.6207729 41.1565309, -8.620763 41.1568259, -8.6207662 41.1568969, -8.6207857 41.1569717, -8.6208087 41.1570239, -8.6208396 41.1570746, -8.6208995 41.1571271, -8.6209574 41.1571737, -8.6211205 41.1572706, -8.6216441 41.1575421, -8.6222845 41.1578979, -8.6223038 41.157909, -8.6224207 41.1579761)",129953504,475049092,128133836,True,227.887
"LINESTRING (-8.6193259 41.1562894, -8.6206202 41.1565078, -8.6206724 41.1565165, -8.6207729 41.1565309)",129953505,129953504,8367092,True,124.088
"LINESTRING (-8.6193259 41.1562894, -8.6193023 41.1562088, -8.6191649 41.155516)",129953505,335561064,434879924,True,87.068
"LINESTRING (-8.5866687 41.1669663, -8.5871904 41.167356, -8.5873761 41.1675454, -8.5875054 41.1677557, -8.5875611 41.1679976, -8.5875606 41.1680864, -8.5875601 41.1681831, -8.5875677 41.1683072)",130075497,1352647022,27292207,True,175.205
"LINESTRING (-8.5866687 41.1669663, -8.587283 41.1672781, -8.5877846 41.1675652, -8.5885046 41.1679634)",130075497,3092747279,"[478886768, 478886769, 478886767]",True,189.548
"LINESTRING (-8.5875741 41.1685552, -8.58786 41.1679917)",130075590,4464130485,637225052,True,67.073
"LINESTRING (-8.5875741 41.1685552, -8.587614 41.1686109, -8.587672 41.1686784, -8.5878701 41.168833)",130075590,130075593,480146198,True,39.861000000000004
"LINESTRING (-8.5878701 41.168833, -8.5880387 41.1688709, -8.5882122 41.1688925, -8.5883344 41.1688945, -8.5884626 41.1688829, -8.5886628 41.1688184, -8.588779 41.1687425, -8.5888783 41.1686576, -8.5889673 41.1685946, -8.5890803 41.1685515, -8.5891907 41.1685312, -8.5892794 41.1685344, -8.5894528 41.1685631, -8.589606 41.1685955)",130075593,3092747274,13860802,True,160.128
"LINESTRING (-8.6290019 41.1551463, -8.6288715 41.1550343, -8.6287992 41.1549373, -8.6287749 41.1548408)",137817763,137819397,14326174,True,39.851
"LINESTRING (-8.6290019 41.1551463, -8.6289066 41.1551156, -8.6288656 41.1550948, -8.628786 41.1550881, -8.6287097 41.1551009, -8.6285898 41.155152)",137817763,1438444063,1016567885,True,37.602999999999994
"LINESTRING (-8.6287749 41.1548408, -8.6287711 41.1544997)",137819397,335561787,304680074,False,37.93
"LINESTRING (-8.6287749 41.1548408, -8.6287403 41.1549678, -8.6287149 41.155021, -8.6286734 41.1550707, -8.6285898 41.155152)",137819397,1438444063,130666508,True,38.663
"LINESTRING (-8.6180951 41.1480088, -8.6181363 41.1480782)",137831888,2413940881,14326733,True,8.453
"LINESTRING (-8.6180951 41.1480088, -8.6180867 41.1481127, -8.6180087 41.1483183, -8.6179697 41.1484247, -8.6178674 41.1486969, -8.6177556 41.1489942)",137831888,2413467921,"[233006425, 200967938]",True,113.439
"LINESTRING (-8.6115907 41.1446825, -8.6121298 41.1442738)",137868887,3688773918,643548708,False,64.055
"LINESTRING (-8.6115907 41.1446825, -8.6114865 41.1447635, -8.6111453 41.1450405)",137868887,2208159169,304684297,False,54.552
"LINESTRING (-8.6115907 41.1446825, -8.6116465 41.1447764, -8.6117429 41.1449076, -8.6118437 41.1450642, -8.6118548 41.1450826, -8.6118749 41.1451135, -8.6120331 41.1453591)",137868887,2209225443,"[349620091, 216891255]",False,83.889
"LINESTRING (-8.6049316 41.1440318, -8.604389 41.1438578)",137882131,2222190811,14327318,True,49.383
"LINESTRING (-8.6049316 41.1440318, -8.6048854 41.1441345, -8.6045574 41.1448633, -8.6045433 41.1448961, -8.6043986 41.1452329, -8.6043811 41.1452744)",137882131,2222393782,30417987,False,145.662
"LINESTRING (-8.6049316 41.1440318, -8.6051239 41.1436268, -8.6052338 41.1433967, -8.6052609 41.1433419, -8.6054192 41.1430165, -8.6054539 41.1429419)",137882131,4558796673,"[1027278835, 482327709]",False,128.843
"LINESTRING (-8.6049316 41.1440318, -8.6059717 41.1443794, -8.6061554 41.1444408, -8.6062026 41.1444566, -8.6069138 41.1446943, -8.6069191 41.1446962, -8.6069593 41.1447174, -8.6069942 41.1447406, -8.607024 41.1447631)",137882131,2208891134,"[793570234, 14327351]",True,193.628
"LINESTRING (-8.6032529 41.1455122, -8.6042764 41.1453325, -8.6043811 41.1452744)",137884299,2222393782,14327505,False,98.891
"LINESTRING (-8.6032529 41.1455122, -8.6031334 41.1455285, -8.6019702 41.1456397, -8.6019317 41.1456427)",137884299,2307219747,741944103,False,111.592
"LINESTRING (-8.6052499 41.1456628, -8.6044631 41.145331, -8.6043811 41.1452744)",137896681,2222393782,14327438,True,84.82300000000001
"LINESTRING (-8.6052499 41.1456628, -8.6053892 41.1455977, -8.605759 41.145312, -8.6059188 41.1452029, -8.6063523 41.1450211, -8.6066836 41.1448915, -8.6068742 41.1448169, -8.607024 41.1447631)",137896681,2208891134,14327876,True,180.84599999999998
"LINESTRING (-8.6003685 41.1458124, -8.5992012 41.1458757)",137896691,137896693,261980637,False,97.996
"LINESTRING (-8.6003685 41.1458124, -8.6004802 41.1468327, -8.6005322 41.146913)",137896691,138238303,14333980,False,123.771
"LINESTRING (-8.6003685 41.1458124, -8.6006369 41.1457849, -8.601621 41.1456827)",137896691,2307219723,261980637,False,105.864
"LINESTRING (-8.5992012 41.1458757, -8.5982284 41.1459237)",137896693,137896694,261980637,False,81.631
"LINESTRING (-8.5992012 41.1458757, -8.6003685 41.1458124)",137896693,137896691,261980637,False,97.996
"LINESTRING (-8.5992012 41.1458757, -8.5987496 41.1449557, -8.5986182 41.1446592)",137896693,138239684,14333991,True,143.822
"LINESTRING (-8.5982284 41.1459237, -8.5987301 41.1470588)",137896694,138240035,261980634,True,133.025
"LINESTRING (-8.5982284 41.1459237, -8.5973603 41.145966)",137896694,137896696,261980637,False,72.841
"LINESTRING (-8.5982284 41.1459237, -8.5992012 41.1458757)",137896694,137896693,261980637,False,81.631
"LINESTRING (-8.5973603 41.145966, -8.5982284 41.1459237)",137896696,137896694,261980637,False,72.841
"LINESTRING (-8.5973603 41.145966, -8.5971492 41.1452903)",137896696,138241615,261980643,True,77.186
"LINESTRING (-8.5973603 41.145966, -8.5964131 41.1460163, -8.5963495 41.1460163, -8.5962572 41.1460173)",137896696,3024642959,261980637,False,92.56400000000001
"LINESTRING (-8.6019301 41.1464229, -8.6019425 41.1468373)",137901873,137901874,14327522,True,46.091
"LINESTRING (-8.6019301 41.1464229, -8.6018433 41.1464515, -8.6012171 41.1466578, -8.6007732 41.1467975, -8.6006194 41.1468666, -8.6005322 41.146913)",137901873,138238303,14333954,True,129.385
"LINESTRING (-8.6019425 41.1468373, -8.6019299 41.1468679, -8.6019347 41.1470372, -8.6019385 41.1471305)",137901874,2308839857,14327522,True,32.771
"LINESTRING (-8.6019425 41.1468373, -8.6019667 41.1469055, -8.6020013 41.1469705, -8.6020234 41.1469883, -8.6020516 41.1469935, -8.6020952 41.1469909, -8.6021393 41.146979, -8.6021759 41.1469724)",137901874,2308862117,167014901,True,31.514
"LINESTRING (-8.6043415 41.1462979, -8.6043791 41.1461759, -8.6043879 41.146151, -8.6044205 41.1461201, -8.6044808 41.1460914)",137903872,5849847847,14327868,True,27.152
"LINESTRING (-8.6043415 41.1462979, -8.6043329 41.1462487, -8.6043102 41.1462092, -8.6042776 41.1461786, -8.604244 41.1461533, -8.6041955 41.1461368, -8.6041526 41.1461261, -8.6040547 41.1461141, -8.6033814 41.1460527, -8.6032663 41.1460669, -8.6030591 41.1461109, -8.6029688 41.1461374, -8.6020674 41.1463823, -8.6019301 41.1464229)",137903872,137901873,"[1017154947, 452075654]",True,220.47799999999998
"LINESTRING (-8.6015512 41.1472277, -8.6006146 41.1475418)",137959671,4452315908,14328357,True,85.849
"LINESTRING (-8.6001212 41.1477073, -8.5998359 41.1473278)",137961403,138238299,448195870,True,48.491
"LINESTRING (-8.6001212 41.1477073, -8.5992615 41.14801, -8.5990157 41.1480896, -8.5988057 41.1481634)",137961403,1788785577,14328357,True,121.27199999999999
"LINESTRING (-8.5984037 41.1483679, -8.5982372 41.1484254)",137964116,3950967587,391839883,False,15.337
"LINESTRING (-8.5984037 41.1483679, -8.5984783 41.148356, -8.5985019 41.1483561, -8.5985254 41.1483607, -8.5985453 41.1483696, -8.5985652 41.1483815)",137964116,1788785599,14328611,False,14.46
"LINESTRING (-8.6243035 41.1590335, -8.6242079 41.1590555, -8.6241824 41.1590639, -8.6237158 41.1592175, -8.6235648 41.159269, -8.6233004 41.1593561, -8.6232224 41.1593929)",137981937,428217540,"[14333264, 37956817, 37956823]",False,99.07700000000001
"LINESTRING (-8.6243035 41.1590335, -8.6241573 41.1589534, -8.6238376 41.1587783, -8.6235486 41.1586119, -8.6234434 41.1585514)",137981937,1252543215,434882601,False,89.775
"LINESTRING (-8.6243035 41.1590335, -8.6244156 41.1591117, -8.6244409 41.1591293, -8.6245248 41.1592053, -8.6245778 41.1592788, -8.6246156 41.1593396, -8.624641 41.1594092, -8.6246513 41.1594722, -8.6246567 41.159545, -8.6246582 41.1596921, -8.624661 41.1598804)",137981937,126604789,434882601,False,103.91999999999999
"LINESTRING (-8.6208838 41.1555625, -8.6195651 41.1553223)",137982073,1419645378,34627575,True,113.589
"LINESTRING (-8.6208838 41.1555625, -8.6208971 41.155445, -8.6208982 41.1554064, -8.6209013 41.1553709, -8.6209338 41.1549431, -8.6209435 41.154823)",137982073,4612022469,34683151,False,82.388
"LINESTRING (-8.6208838 41.1555625, -8.6208625 41.1557013, -8.6208388 41.1558802)",137982073,1417693658,128246659,True,35.529
"LINESTRING (-8.6190683 41.1552341, -8.6188807 41.1551988)",137982795,25632284,8367069,True,16.189
"LINESTRING (-8.6190683 41.1552341, -8.6190306 41.155147, -8.6189758 41.1549974)",137982795,5284385982,59525260,True,27.442
"LINESTRING (-8.6079034 41.1601137, -8.6086663 41.1602408)",137992807,137993129,306780458,True,65.412
"LINESTRING (-8.6079034 41.1601137, -8.6078185 41.1601025, -8.6070424 41.1599876)",137992807,473240006,39549879,False,73.43199999999999
"LINESTRING (-8.6079034 41.1601137, -8.6078525 41.160168, -8.6078204 41.1602203, -8.6075198 41.160862, -8.6068394 41.1624301, -8.6065132 41.1634965)",137992807,3896082259,"[914265957, 100862814, 100862815]",True,394.571
"LINESTRING (-8.6079034 41.1601137, -8.6079051 41.1601699, -8.6078813 41.1602433, -8.6075384 41.1609522, -8.607491 41.1610402)",137992807,126617431,743531137,True,109.101
"LINESTRING (-8.6091917 41.1573388, -8.6083976 41.1589843)",137992808,137994720,38336633,True,194.675
"LINESTRING (-8.6091917 41.1573388, -8.6081083 41.1574762)",137992808,137994581,452076898,True,91.979
"LINESTRING (-8.6086663 41.1602408, -8.6090092 41.1591158, -8.6090578 41.1590119, -8.6091893 41.1588508, -8.6093231 41.1587627, -8.6093649 41.1586951, -8.6093635 41.1586202, -8.6093109 41.1584809, -8.6092925 41.1583571, -8.6093245 41.1582514, -8.6094061 41.15809, -8.6094317 41.158012)",137993129,7057144675,39549792,False,263.26900000000006
"LINESTRING (-8.6086663 41.1602408, -8.6097829 41.1604081, -8.6099739 41.160437)",137993129,5291598308,306780458,True,111.619
"LINESTRING (-8.6116304 41.1606953, -8.6116926 41.16041, -8.6117873 41.160027, -8.6118471 41.1597521, -8.6118919 41.1595536)",137993249,1216789894,13797599,False,128.83100000000002
"LINESTRING (-8.6116304 41.1606953, -8.6115023 41.1612778, -8.6114368 41.16156, -8.6114063 41.16163, -8.6113729 41.161721)",137993249,126617428,13797599,False,116.19800000000002
"LINESTRING (-8.6081083 41.1574762, -8.6072789 41.1575842, -8.6071936 41.157594)",137994581,129552046,452076898,True,77.691
"LINESTRING (-8.6113301 41.1572106, -8.6113688 41.1571665, -8.6114037 41.1570847, -8.6114131 41.1570635, -8.6114508 41.1570359, -8.6118811 41.1568255, -8.6120352 41.1567665)",137994583,475394859,210670988,True,79.747
"LINESTRING (-8.6113301 41.1572106, -8.6113433 41.1571393, -8.6113326 41.157116, -8.6113113 41.1570985, -8.6112673 41.1570815)",137994583,5291538854,914265959,True,17.525
"LINESTRING (-8.6066794 41.1583675, -8.6061414 41.1591748)",137994655,129552048,60461087,True,100.433
"LINESTRING (-8.6066794 41.1583675, -8.6067371 41.15839, -8.6067924 41.1584102)",137994655,6249234553,14329062,True,10.586
"LINESTRING (-8.6083976 41.1589843, -8.6079034 41.1601137)",137994720,137992807,38336633,True,132.223
"LINESTRING (-8.6075204 41.1586762, -8.6081083 41.1574762)",137994933,137994581,14329027,True,142.222
"LINESTRING (-8.6075204 41.1586762, -8.6083976 41.1589843)",137994933,137994720,14329062,True,81.035
"LINESTRING (-8.598815 41.1580162, -8.59892 41.1575282)",138194386,513920937,34935295,True,54.971
"LINESTRING (-8.598815 41.1580162, -8.5982323 41.1579475, -8.5981359 41.1579193)",138194386,4753741829,14332819,True,58.035000000000004
"LINESTRING (-8.5951646 41.1554504, -8.5956859 41.1558995, -8.5966898 41.1567344, -8.5971142 41.1570662)",138194473,299614580,482327707,False,242.77300000000002
"LINESTRING (-8.5951646 41.1554504, -8.5950834 41.1555917, -8.5949827 41.155767)",138194473,4751728983,549266400,False,38.358000000000004
"LINESTRING (-8.5951646 41.1554504, -8.5951914 41.1553954, -8.5954406 41.1549497)",138194473,7844352886,840658725,False,60.286
"LINESTRING (-8.5962965 41.1596389, -8.5951923 41.1599841)",138195667,138196594,461937904,True,100.092
"LINESTRING (-8.5929468 41.1592871, -8.5927991 41.1592419, -8.5920172 41.1590029, -8.5919835 41.1589831, -8.5919666 41.1589588, -8.5919652 41.1589193)",138196470,2165540625,27293261,True,95.017
"LINESTRING (-8.5929468 41.1592871, -8.5930002 41.159193, -8.5930717 41.159067, -8.5933065 41.1586531)",138196470,4751729015,"[549266392, 549266391]",False,76.66
"LINESTRING (-8.5929468 41.1592871, -8.5928836 41.1593936, -8.5927062 41.1596923, -8.5926406 41.1598027, -8.5926032 41.1598657)",138196470,299613573,"[549266394, 549266389]",False,70.474
"LINESTRING (-8.5951923 41.1599841, -8.5940387 41.1603487)",138196594,3092747271,461937904,True,104.739
"LINESTRING (-8.5951923 41.1599841, -8.5947692 41.1598526, -8.5930721 41.1593266, -8.5929468 41.1592871)",138196594,138196470,482324646,True,203.33499999999998
"LINESTRING (-8.6019875 41.1571641, -8.6017729 41.15768)",138197779,513921171,453762039,False,60.113
"LINESTRING (-8.6019875 41.1571641, -8.6020594 41.157184, -8.6024633 41.1572837, -8.6024914 41.1573068, -8.6028823 41.1587094, -8.6028995 41.1587574, -8.6029213 41.1588055, -8.6031655 41.1592624)",138197779,138198390,34613951,True,270.783
"LINESTRING (-8.6019875 41.1571641, -8.6021954 41.1566361, -8.6024885 41.1559069, -8.6025887 41.1556541, -8.6026294 41.155553)",138197779,25632463,453762039,False,187.034
"LINESTRING (-8.6031655 41.1592624, -8.6032237 41.1592901, -8.6044449 41.1601915)",138198390,452518418,34613951,True,148.936
"LINESTRING (-8.6031655 41.1592624, -8.6028212 41.1598091, -8.6027699 41.1598906)",138198390,126617352,34614000,True,77.307
"LINESTRING (-8.6064353 41.1662568, -8.6064444 41.1665826, -8.6064108 41.168002, -8.6063928 41.1687071, -8.60639 41.1688487, -8.6063725 41.168963, -8.6062951 41.1691201, -8.606062 41.1694344, -8.6057751 41.1698071, -8.6055501 41.1700774)",138205498,5291598235,"[547657336, 547657337, 212710703]",True,443.073
"LINESTRING (-8.6064353 41.1662568, -8.6064603 41.166271, -8.6064746 41.1662913, -8.6064837 41.1663302, -8.6064875 41.1663631, -8.6065034 41.1664192, -8.6065288 41.1664411, -8.6065514 41.16645)",138205498,1209790951,914265948,True,24.987000000000002
"LINESTRING (-8.6214111 41.1602505, -8.6213553 41.1602148, -8.6213244 41.1601964, -8.6212997 41.160178, -8.6211994 41.1600871, -8.6211572 41.1600529, -8.6211231 41.1600325, -8.621091 41.1600152)",138208397,4612052759,388048416,True,37.619
"LINESTRING (-8.6214111 41.1602505, -8.6213639 41.1602488, -8.6213327 41.1602508, -8.6212992 41.160252, -8.6212731 41.1602567, -8.6212446 41.1602649, -8.6212227 41.1602736, -8.6211997 41.1602928, -8.6211848 41.1603137, -8.6211652 41.1603442)",138208397,474729164,724454817,True,25.54
"LINESTRING (-8.6210694 41.1613323, -8.6211012 41.161111)",138208872,474552495,1017147074,False,24.751
"LINESTRING (-8.6210694 41.1613323, -8.6209247 41.1613949, -8.6206935 41.161495)",138208872,474549120,30912941,True,36.298
"LINESTRING (-8.6210694 41.1613323, -8.6210575 41.161417, -8.6210441 41.1615126, -8.6210419 41.1615281, -8.6210226 41.1616539, -8.6209476 41.1622085)",138208872,475044410,453762944,False,97.962
"LINESTRING (-8.6205905 41.1615483, -8.6205561 41.1615685, -8.6193955 41.1621145, -8.6184451 41.1625441)",138209120,474549060,30912941,True,211.019
"LINESTRING (-8.6205905 41.1615483, -8.6206285 41.1615952, -8.6206339 41.1616426, -8.6206184 41.1617356, -8.620586 41.1618942, -8.6205589 41.1620249, -8.6205077 41.1620929, -8.6204615 41.1621289)",138209120,474385800,51228956,True,68.631
"LINESTRING (-8.6224235 41.1602408, -8.6223058 41.1603406, -8.6222812 41.1603599, -8.6222585 41.1603724, -8.6222135 41.1603856)",138210915,2455291504,706644342,True,24.211
"LINESTRING (-8.6248537 41.1572559, -8.6248998 41.1571696)",138214591,1110673414,167487423,False,10.343
"LINESTRING (-8.6248537 41.1572559, -8.6252816 41.1573285, -8.6265294 41.1575404, -8.626618 41.1575548, -8.6277313 41.1577362, -8.6277832 41.1577461, -8.6278354 41.1577584, -8.6278713 41.1577747, -8.6278962 41.1577976, -8.6279094 41.1578226, -8.6279126 41.1578455, -8.6279141 41.1578748)",138214591,90378716,13854847,True,271.43399999999997
"LINESTRING (-8.6248537 41.1572559, -8.6248287 41.1573314, -8.6248243 41.1573447, -8.6243231 41.1589701, -8.6243035 41.1590335)",138214591,137981937,14333276,True,202.957
"LINESTRING (-8.6238899 41.1455931, -8.6241044 41.1455755, -8.6243764 41.1455525, -8.6247887 41.1455158, -8.6261296 41.1453963)",138218138,475704953,"[262474849, 252518642]",False,188.813
"LINESTRING (-8.6238899 41.1455931, -8.6238143 41.1455979, -8.6231075 41.1456587, -8.62217 41.1457468, -8.6203332 41.14601, -8.6201824 41.1460307)",138218138,128679581,252518644,False,314.428
"LINESTRING (-8.6140966 41.1462121, -8.6140859 41.14623, -8.6140596 41.1462998, -8.6138291 41.1475559, -8.6138062 41.1476033, -8.6137484 41.1476349)",138220017,138220134,14333465,True,162.84
"LINESTRING (-8.6140966 41.1462121, -8.6147029 41.1465853, -8.614694 41.1466008, -8.6146551 41.1466683, -8.614076 41.147674, -8.6140516 41.1477221)",138220017,2246222549,"[215210562, 14333474]",True,203.244
"LINESTRING (-8.6137484 41.1476349, -8.6133682 41.1475478)",138220134,25620948,215194131,True,33.275
"LINESTRING (-8.6135865 41.1452361, -8.6133578 41.1453089, -8.6135028 41.1456445)",138223440,286969310,"[14333500, 374346173]",True,60.034000000000006
