shape,start_node,end_node,osmid,oneway,length
"LINESTRING (-8.5341214 41.1405817, -8.5339843 41.1404797, -8.5338207 41.1404009, -8.5337215 41.1403807, -8.5336327 41.1404073, -8.533581999999999 41.1404696, -8.5330751 41.1413947, -8.5330104 41.1414496, -8.5328208 41.141534)",1548181339,1556356283,142201443,True,195.01900000000003
"LINESTRING (-8.5383719 41.1406472, -8.5380524 41.1404465)",1548181362,1550564200,141445648,False,34.841
"LINESTRING (-8.5383719 41.1406472, -8.5384236 41.14051, -8.5384236 41.140413, -8.5383914 41.1402757, -8.538311 41.1400595, -8.538289499999999 41.1399464, -8.538308300000001 41.139801, -8.538337800000001 41.139498, -8.5383163 41.1393606, -8.5382707 41.1391687, -8.538201000000001 41.1390435, -8.538085000000001 41.138894, -8.5381134 41.1387937)",1548181362,1326184519,141445425,True,212.65800000000002
"LINESTRING (-8.5383719 41.1406472, -8.5381312 41.1407059, -8.5380196 41.1408295)",1548181362,2418219663,233432964,False,37.807
"LINESTRING (-8.534779500000001 41.1413045, -8.5346189 41.14119, -8.5343985 41.1409031, -8.5342567 41.1407101, -8.5341214 41.1405817)",1548181468,1548181339,141445455,False,98.129
"LINESTRING (-8.534779500000001 41.1413045, -8.5349316 41.1413431, -8.5351093 41.1413714, -8.535474900000001 41.1413431, -8.535729399999999 41.1413161, -8.53589 41.1412697, -8.5361856 41.1411938, -8.5364618 41.1411706, -8.5366848 41.1411725, -8.536869599999999 41.1411895)",1548181468,1554901306,141445455,False,179.044
"LINESTRING (-8.536277200000001 41.1426946, -8.5363223 41.1426259, -8.5363957 41.1425782, -8.536810900000001 41.1424432, -8.537130400000001 41.1423312, -8.5372688 41.1422373, -8.5373679 41.1421241, -8.537423199999999 41.1420253, -8.537473800000001 41.1419195, -8.5375234 41.1417264, -8.537540399999999 41.1416282, -8.5375374 41.1415658, -8.5375157 41.1415034, -8.5374967 41.1414569, -8.537463799999999 41.1414139, -8.5374227 41.1413675, -8.5373015 41.1412823, -8.537160200000001 41.141222, -8.537008800000001 41.1412, -8.536869599999999 41.1411895)",1548181876,1554901306,141445455,False,255.36300000000003
"LINESTRING (-8.536277200000001 41.1426946, -8.536837800000001 41.1426363, -8.5371845 41.1425963, -8.5374164 41.14262, -8.537554200000001 41.1426809, -8.5376931 41.1427673, -8.537794 41.1428944)",1548181876,1548181907,237590047,False,141.288
"LINESTRING (-8.537794 41.1428944, -8.5379226 41.1430453)",1548181907,1548181936,237590047,False,19.938
"LINESTRING (-8.537794 41.1428944, -8.5371545 41.1430974, -8.5369285 41.1431454, -8.536823699999999 41.1432194, -8.536789199999999 41.1432876, -8.536790099999999 41.1434492)",1548181907,1550091408,141611412,False,115.88999999999999
"LINESTRING (-8.537794 41.1428944, -8.5376931 41.1427673, -8.537554200000001 41.1426809, -8.5374164 41.14262, -8.5371845 41.1425963, -8.536837800000001 41.1426363, -8.536277200000001 41.1426946)",1548181907,1548181876,237590047,False,141.28799999999998
"LINESTRING (-8.534394300000001 41.1429119, -8.534405899999999 41.142824, -8.534225899999999 41.1420928, -8.534219 41.1420079, -8.5342532 41.1419281, -8.534779500000001 41.1413045)",1548181930,1548181468,141445645,True,193.457
"LINESTRING (-8.534394300000001 41.1429119, -8.5341705 41.1427379, -8.5337552 41.1424841, -8.533571800000001 41.1423362, -8.5335079 41.1422759, -8.5334444 41.1422201)",1548181930,1550570070,142069325,True,110.97399999999999
"LINESTRING (-8.5379226 41.1430453, -8.537794 41.1428944)",1548181936,1548181907,237590047,False,19.938
"LINESTRING (-8.5379226 41.1430453, -8.537999900000001 41.1428087, -8.5381473 41.1424285, -8.5383599 41.1418699, -8.5384131 41.1415769, -8.5384493 41.1410601, -8.5384566 41.1408491, -8.5384107 41.1407308, -8.5383719 41.1406472)",1548181936,1548181362,141445425,True,273.19899999999996
"LINESTRING (-8.5379226 41.1430453, -8.537977700000001 41.1432046, -8.537978900000001 41.1433362)",1548181936,1550091392,232718821,False,32.938
"LINESTRING (-8.5349739 41.1403616, -8.5341214 41.1405817)",1548187559,1548181339,141445648,False,75.468
"LINESTRING (-8.534973900000001 41.1403616, -8.535130199999999 41.1403472, -8.5358783 41.1401637, -8.536308699999999 41.1401069, -8.536612099999999 41.1400997, -8.5369718 41.1401258, -8.537353700000001 41.140189, -8.5375719 41.1402593, -8.537793799999999 41.1403316)",1548187559,1550563955,141445648,False,244.209
"LINESTRING (-8.534973900000001 41.1403616, -8.5348389 41.1400484, -8.5347773 41.1398964)",1548187559,1326188406,141653324,False,54.286
"LINESTRING (-8.5247133 41.1437648, -8.5247601 41.1434492)",1549668762,1550573039,141582165,False,35.311
"LINESTRING (-8.5247133 41.1437648, -8.5246965 41.1443308)",1549668762,1549669942,141582165,False,62.952
"LINESTRING (-8.5247133 41.1437648, -8.5246312 41.1437793, -8.524111100000001 41.1438439)",1549668762,3846227306,141582123,False,51.201
"LINESTRING (-8.529005099999999 41.143923, -8.5293002 41.1440477, -8.5303758 41.1444837, -8.530658900000001 41.1445548, -8.531020399999999 41.1445611)",1549669462,276936864,25410560,False,185.889
"LINESTRING (-8.529005099999999 41.143923, -8.5285422 41.1437412, -8.5279846 41.1434991, -8.5277359 41.1433462, -8.5268996 41.1427121, -8.5266351 41.1425118, -8.5264389 41.1424007, -8.5262134 41.1423319, -8.5255375 41.1422503)",1549669462,3846226968,25410560,False,353.535
"LINESTRING (-8.529005099999999 41.143923, -8.5290652 41.1439009, -8.529171099999999 41.143883, -8.5293469 41.1438824)",1549669462,1550573076,141582017,False,29.409
"LINESTRING (-8.5308751 41.1439521, -8.5307544 41.1436947)",1549669558,1554893992,141653198,False,30.354
"LINESTRING (-8.530875099999999 41.1439521, -8.5306722 41.1439408, -8.5294507 41.143882, -8.5293469 41.1438824)",1549669558,1550573076,141582017,False,128.222
"LINESTRING (-8.530875099999999 41.1439521, -8.530953 41.144166, -8.531012 41.1444003)",1549669558,1554893975,141653198,False,51.18
"LINESTRING (-8.5168952 41.1442721, -8.516890500000001 41.1445443, -8.5168005 41.1447164, -8.516482 41.1451961, -8.5162122 41.1455997, -8.516157 41.1457083)",1549669744,1549671046,141582020,False,173.64700000000002
"LINESTRING (-8.5168952 41.1442721, -8.5170057 41.1441973, -8.517166899999999 41.1440308, -8.517260500000001 41.1439193, -8.5174086 41.1438446, -8.5176652 41.14364, -8.517857100000001 41.1434241, -8.518060800000001 41.1432178, -8.5182755 41.1430989)",1549669744,1550572577,141582035,False,176.03199999999998
"LINESTRING (-8.5168952 41.1442721, -8.516601 41.1443539, -8.5163987 41.1444371, -8.516158900000001 41.1445444, -8.515926500000001 41.1447236, -8.5156305 41.1449535, -8.515422600000001 41.1450551, -8.515222100000001 41.1451341, -8.5151398 41.1451623)",1549669744,1549670873,262258857,False,179.64999999999998
"LINESTRING (-8.5246965 41.1443308, -8.5247133 41.1437648)",1549669942,1549668762,141582165,False,62.952
"LINESTRING (-8.524696499999999 41.1443308, -8.5246938 41.1444344, -8.524702100000001 41.1446497)",1549669942,1549670104,141582165,False,35.472
"LINESTRING (-8.524696499999999 41.1443308, -8.5248276 41.1443377, -8.5257693 41.1443639, -8.5260912 41.1443922, -8.526321899999999 41.1444932, -8.5264287 41.1446149)",1549669942,5369088178,142432635,False,155.616
"LINESTRING (-8.524702100000001 41.1446497, -8.524640099999999 41.1446596, -8.5245985 41.1446938)",1549670104,1549670227,141582023,True,10.464
"LINESTRING (-8.524702100000001 41.1446497, -8.5246938 41.1444344, -8.524696499999999 41.1443308)",1549670104,1549669942,141582165,False,35.472
"LINESTRING (-8.5244053 41.1446785, -8.5234535 41.1452908, -8.523232399999999 41.1453924)",1549670180,1549670952,141582009,False,126.509
"LINESTRING (-8.5244053 41.1446785, -8.524158 41.1445176, -8.5229214 41.1436231, -8.5228284 41.1435452)",1549670180,1550573063,141582141,False,182.59400000000002
"LINESTRING (-8.5244053 41.1446785, -8.5244784 41.1446926, -8.5245985 41.1446938)",1549670180,1549670227,141582141,False,16.377
"LINESTRING (-8.5245985 41.1446938, -8.524589199999999 41.1447327, -8.5246037 41.1447665, -8.524637500000001 41.1447922, -8.5246586 41.1447997, -8.524680399999999 41.1448031)",1549670227,1549670730,141582023,True,16.185
"LINESTRING (-8.5245985 41.1446938, -8.5244784 41.1446926, -8.5244053 41.1446785)",1549670227,1549670180,141582141,False,16.377
"LINESTRING (-8.524778400000001 41.1447674, -8.524793799999999 41.1447225, -8.5247818 41.14469, -8.524747 41.1446616, -8.524702100000001 41.1446497)",1549670706,1549670104,141582023,True,17.191
"LINESTRING (-8.524680399999999 41.1448031, -8.5247025 41.1448033, -8.5247384 41.1447951, -8.524778400000001 41.1447674)",1549670730,1549670706,141582023,True,9.542
"LINESTRING (-8.524680399999999 41.1448031, -8.5246841 41.1448423, -8.5246738 41.1448877, -8.5246523 41.1449353, -8.5246379 41.1449666)",1549670730,1558685401,141582116,False,18.765
"LINESTRING (-8.5222858 41.1450352, -8.5220327 41.1455769)",1549670801,1549671008,141582208,False,63.854
"LINESTRING (-8.522285800000001 41.1450352, -8.522030300000001 41.1449012, -8.521783599999999 41.1448245, -8.5215446 41.1448063, -8.5213676 41.1448386, -8.5212702 41.1448753)",1549670801,3846227442,141582136,False,92.906
"LINESTRING (-8.522285800000001 41.1450352, -8.5225692 41.145182, -8.5227945 41.1452951, -8.5230198 41.1453759, -8.523232399999999 41.1453924)",1549670801,1549670952,141582136,False,90.268
"LINESTRING (-8.5246187 41.1450056, -8.5246379 41.1449666)",1549670810,1558685401,323552783,False,4.625
"LINESTRING (-8.5246187 41.1450056, -8.524796200000001 41.1450502, -8.524865200000001 41.1451254)",1549670810,1558685380,142432634,True,25.833
"LINESTRING (-8.5246187 41.1450056, -8.5245909 41.145069, -8.5242372 41.1457957, -8.524015500000001 41.1462788)",1549670810,1558696101,323552783,False,150.322
"LINESTRING (-8.5151398 41.1451623, -8.5151904 41.145325)",1549670873,1549670905,92865914,False,18.581
"LINESTRING (-8.5151398 41.1451623, -8.5151015 41.1449744, -8.5151234 41.1448342, -8.515401499999999 41.1443408, -8.515514100000001 41.1441972, -8.5156794 41.144099, -8.516060599999999 41.1439762, -8.5162592 41.1438778, -8.516447299999999 41.1437148, -8.5165398 41.143553, -8.516631800000001 41.1431616, -8.516786 41.1423629, -8.5168272 41.1421618)",1549670873,1550569842,"[92865914, 142182575]",False,387.404
"LINESTRING (-8.5151398 41.1451623, -8.515222100000001 41.1451341, -8.515422600000001 41.1450551, -8.5156305 41.1449535, -8.515926500000001 41.1447236, -8.516158900000001 41.1445444, -8.5163987 41.1444371, -8.516601 41.1443539, -8.5168952 41.1442721)",1549670873,1549669744,262258857,False,179.64999999999998
"LINESTRING (-8.5206168 41.1452459, -8.5220327 41.1455769)",1549670884,1549671008,141582113,False,124.141
"LINESTRING (-8.520616800000001 41.1452459, -8.520219600000001 41.1455132, -8.520023999999999 41.1456889, -8.519876200000001 41.1458889, -8.5198602 41.1460141, -8.519847 41.1462626)",1549670884,1558696136,141582136,False,137.19
"LINESTRING (-8.520616800000001 41.1452459, -8.521163700000001 41.1449154, -8.5212702 41.1448753)",1549670884,3846227442,141582136,False,68.687
"LINESTRING (-8.5151904 41.145325, -8.5153069 41.1456408)",1549670905,1549671041,92865914,False,36.445
"LINESTRING (-8.5151904 41.145325, -8.5151398 41.1451623)",1549670905,1549670873,92865914,False,18.581
"LINESTRING (-8.5151904 41.145325, -8.5150085 41.1452865, -8.5148286 41.1452258, -8.514706800000001 41.1451553, -8.514628200000001 41.1450721, -8.514573800000001 41.14501, -8.514471800000001 41.144921, -8.514219900000001 41.1448229, -8.514026400000001 41.1447455, -8.5138053 41.1447158, -8.5136769 41.1445765, -8.5134062 41.1445314, -8.513188599999999 41.1445275, -8.5128579 41.1445752, -8.512467300000001 41.1445868, -8.5117923 41.1445352, -8.511405099999999 41.1444797, -8.511293500000001 41.1444578)",1549670905,1556207141,141582168,False,359.489
"LINESTRING (-8.523232399999999 41.1453924, -8.5234535 41.1452908, -8.5244053 41.1446785)",1549670952,1549670180,141582009,False,126.509
"LINESTRING (-8.523232399999999 41.1453924, -8.523242700000001 41.1460444, -8.5233607 41.146101, -8.524015500000001 41.1462788)",1549670952,1558696101,141582009,False,142.50300000000001
"LINESTRING (-8.523232399999999 41.1453924, -8.5230198 41.1453759, -8.5227945 41.1452951, -8.5225692 41.145182, -8.522285800000001 41.1450352)",1549670952,1549670801,141582136,False,90.268
"LINESTRING (-8.5263379 41.1454243, -8.526419600000001 41.1453841, -8.526522999999999 41.1453781, -8.526647499999999 41.145438, -8.5272755 41.1458291, -8.5273152 41.1458989, -8.5273232 41.1459667, -8.5272728 41.1460725, -8.526976100000001 41.1466671)",1549670975,1549671386,141582015,False,196.60500000000002
"LINESTRING (-8.5263379 41.1454243, -8.5262426 41.1456657, -8.526187500000001 41.1458332)",1549670975,1549671079,141582040,False,47.192
"LINESTRING (-8.5263379 41.1454243, -8.5264369 41.1451699, -8.5264691 41.144879, -8.526458399999999 41.1446487, -8.5264287 41.1446149)",1549670975,5369088178,142432635,False,92.06800000000001
"LINESTRING (-8.5220327 41.1455769, -8.5206168 41.1452459)",1549671008,1549670884,141582113,False,124.141
"LINESTRING (-8.5220327 41.1455769, -8.5222858 41.1450352)",1549671008,1549670801,141582208,False,63.854
"LINESTRING (-8.5220327 41.1455769, -8.5218433 41.145948, -8.5218208 41.1460248, -8.521827399999999 41.1461136, -8.5218618 41.1461695, -8.5219559 41.1462423, -8.522118799999999 41.1463022, -8.52383 41.1468088)",1549671008,1549671453,141582208,False,250.13
"LINESTRING (-8.5153069 41.1456408, -8.5151904 41.145325)",1549671041,1549670905,92865914,False,36.445
"LINESTRING (-8.515306900000001 41.1456408, -8.5153427 41.1458179, -8.5153134 41.145942)",1549671041,1549671123,92865914,False,33.936
"LINESTRING (-8.515306900000001 41.1456408, -8.5159331 41.1455158, -8.5160471 41.1454968, -8.516157 41.1457083)",1549671041,1549671046,141582124,False,89.276
"LINESTRING (-8.516157 41.1457083, -8.515912500000001 41.1460624, -8.5156297 41.1465134)",1549671046,1549671359,141582020,False,99.838
"LINESTRING (-8.516157 41.1457083, -8.5162122 41.1455997, -8.516482 41.1451961, -8.5168005 41.1447164, -8.516890500000001 41.1445443, -8.5168952 41.1442721)",1549671046,1549669744,141582020,False,173.64700000000002
"LINESTRING (-8.516157 41.1457083, -8.5160471 41.1454968, -8.5159331 41.1455158, -8.515306900000001 41.1456408)",1549671046,1549671041,141582124,False,89.276
"LINESTRING (-8.532001299999999 41.1457383, -8.532373 41.1442209, -8.532406699999999 41.1441055)",1549671059,3425663239,141435266,False,184.71300000000002
"LINESTRING (-8.532001299999999 41.1457383, -8.5318845 41.146334, -8.531842299999999 41.1465203)",1549671059,1554893951,141435266,False,87.972
"LINESTRING (-8.532001299999999 41.1457383, -8.5316907 41.145667, -8.531469599999999 41.1456084, -8.5312626 41.145559, -8.531181500000001 41.1454758, -8.531086500000001 41.145339, -8.5310387 41.145097, -8.531020399999999 41.1445611)",1549671059,276936864,141582181,False,180.45499999999998
"LINESTRING (-8.526187500000001 41.1458332, -8.5261154 41.1460528, -8.525853100000001 41.1468729, -8.5257285 41.1473617)",1549671079,1549671560,141582040,False,174.297
"LINESTRING (-8.526187500000001 41.1458332, -8.5262426 41.1456657, -8.5263379 41.1454243)",1549671079,1549670975,141582040,False,47.192
"LINESTRING (-8.526187500000001 41.1458332, -8.5263534 41.1459628, -8.526976100000001 41.1466671)",1549671079,1549671386,141582173,False,114.1
"LINESTRING (-8.526187500000001 41.1458332, -8.526125499999999 41.1458131, -8.525921500000001 41.1458011, -8.524931 41.1459092)",1549671079,1549671110,141582173,False,106.59100000000001
"LINESTRING (-8.524931 41.1459092, -8.5248497 41.1473214)",1549671110,1549671528,141582220,False,157.177
"LINESTRING (-8.524931 41.1459092, -8.525921500000001 41.1458011, -8.526125499999999 41.1458131, -8.526187500000001 41.1458332)",1549671110,1549671079,141582173,False,106.59100000000001
"LINESTRING (-8.524931 41.1459092, -8.524941200000001 41.1453787, -8.524865200000001 41.1451254)",1549671110,1558685380,141582220,False,87.871
"LINESTRING (-8.5153134 41.145942, -8.5150211 41.146431, -8.5148692 41.1465864, -8.5146646 41.1466966, -8.5144368 41.1467404, -8.513856799999999 41.1467958, -8.513609199999999 41.1468428, -8.513324300000001 41.1469613, -8.5123079 41.1476742, -8.5120927 41.1477834, -8.5117598 41.1478737, -8.511446299999999 41.1478904)",1549671123,1553102943,92865914,False,413.398
"LINESTRING (-8.5153134 41.145942, -8.5153427 41.1458179, -8.515306900000001 41.1456408)",1549671123,1549671041,92865914,False,33.936
"LINESTRING (-8.5153134 41.145942, -8.515399199999999 41.1460156, -8.515428399999999 41.1461044, -8.515469400000001 41.1463269, -8.515513199999999 41.1464256, -8.515575399999999 41.1464885, -8.5156297 41.1465134)",1549671123,1549671359,141582179,False,71.655
"LINESTRING (-8.5156297 41.1465134, -8.515395399999999 41.146892, -8.5151181 41.1472363, -8.514882 41.1474422, -8.5147096 41.1474874, -8.5145822 41.1474705, -8.5143626 41.1474214, -8.514143600000001 41.1474123, -8.5139487 41.147453, -8.513786700000001 41.1475366, -8.5135767 41.1477647, -8.5132017 41.1482074, -8.513064099999999 41.1483478)",1549671359,1553102996,141582020,False,327.165
"LINESTRING (-8.5156297 41.1465134, -8.515912500000001 41.1460624, -8.516157 41.1457083)",1549671359,1549671046,141582020,False,99.838
"LINESTRING (-8.5156297 41.1465134, -8.515575399999999 41.1464885, -8.515513199999999 41.1464256, -8.515469400000001 41.1463269, -8.515428399999999 41.1461044, -8.515399199999999 41.1460156, -8.5153134 41.145942)",1549671359,1549671123,141582179,False,71.655
"LINESTRING (-8.526976100000001 41.1466671, -8.526819700000001 41.1469484, -8.526602499999999 41.1472377, -8.5264693 41.147417)",1549671386,1549671585,141582015,False,93.709
"LINESTRING (-8.526976100000001 41.1466671, -8.5272728 41.1460725, -8.5273232 41.1459667, -8.5273152 41.1458989, -8.5272755 41.1458291, -8.526647499999999 41.145438, -8.526522999999999 41.1453781, -8.526419600000001 41.1453841, -8.5263379 41.1454243)",1549671386,1549670975,141582015,False,196.605
"LINESTRING (-8.526976100000001 41.1466671, -8.5263534 41.1459628, -8.526187500000001 41.1458332)",1549671386,1549671079,141582173,False,114.1
"LINESTRING (-8.5318062 41.1466793, -8.5318423 41.1465203)",1549671421,1554893951,141435266,False,17.937
"LINESTRING (-8.5318062 41.1466793, -8.531757600000001 41.1468937, -8.5316524 41.1473775, -8.531591799999999 41.1476753, -8.531567799999999 41.1477898)",1549671421,1548068017,141435266,False,125.08699999999999
"LINESTRING (-8.5318062 41.1466793, -8.531576299999999 41.1467332, -8.531364200000001 41.1468293, -8.5308692 41.1472214, -8.5307882 41.1472908)",1549671421,1549671534,274894718,False,111.32
"LINESTRING (-8.52383 41.1468088, -8.522118799999999 41.1463022, -8.5219559 41.1462423, -8.5218618 41.1461695, -8.521827399999999 41.1461136, -8.5218208 41.1460248, -8.5218433 41.145948, -8.5220327 41.1455769)",1549671453,1549671008,141582208,False,250.13
"LINESTRING (-8.52383 41.1468088, -8.523768799999999 41.1470119, -8.523703299999999 41.1473138, -8.523641400000001 41.1479317, -8.5236283 41.1482195, -8.523645200000001 41.1486273, -8.523649000000001 41.1486998, -8.5236538 41.1487912)",1549671453,1558685411,323552783,False,221.703
"LINESTRING (-8.52383 41.1468088, -8.523896199999999 41.1465886, -8.523987999999999 41.1463389, -8.5240083 41.1462946, -8.524015500000001 41.1462788)",1549671453,1558696101,323552783,False,60.983
"LINESTRING (-8.5248497 41.1473214, -8.5257285 41.1473617)",1549671528,1549671560,141582117,False,73.72
"LINESTRING (-8.5248497 41.1473214, -8.524931 41.1459092)",1549671528,1549671110,141582220,False,157.177
"LINESTRING (-8.524849700000001 41.1473214, -8.524832999999999 41.1473714, -8.5247913 41.14752, -8.524778599999999 41.147793, -8.5247042 41.148555, -8.524698900000001 41.1487408, -8.5247096 41.148866, -8.5247577 41.148923, -8.5247847 41.1489549, -8.524908099999999 41.1489872, -8.5249778 41.1490276)",1549671528,1558685356,142432631,False,202.589
"LINESTRING (-8.5307882 41.1472908, -8.5308692 41.1472214, -8.531364200000001 41.1468293, -8.531576299999999 41.1467332, -8.5318062 41.1466793)",1549671534,1549671421,274894718,False,111.32
"LINESTRING (-8.5307882 41.1472908, -8.529661900000001 41.1463463, -8.529631500000001 41.146316)",1549671534,1550573859,274894719,True,145.376
"LINESTRING (-8.5257285 41.1473617, -8.5248497 41.1473214)",1549671560,1549671528,141582117,False,73.72
"LINESTRING (-8.5257285 41.1473617, -8.525853100000001 41.1468729, -8.5261154 41.1460528, -8.526187500000001 41.1458332)",1549671560,1549671079,141582040,False,174.297
"LINESTRING (-8.5257285 41.1473617, -8.5263803 41.1473976, -8.5264693 41.147417)",1549671560,1549671585,141582117,False,62.480000000000004
"LINESTRING (-8.5264693 41.147417, -8.526602499999999 41.1472377, -8.526819700000001 41.1469484, -8.526976100000001 41.1466671)",1549671585,1549671386,141582015,False,93.709
"LINESTRING (-8.5264693 41.147417, -8.526499599999999 41.1474236, -8.527021700000001 41.1476374, -8.5271948 41.1476975)",1549671585,1549671681,141582117,False,68.363
"LINESTRING (-8.5264693 41.147417, -8.5263803 41.1473976, -8.5257285 41.1473617)",1549671585,1549671560,141582117,False,62.480000000000004
"LINESTRING (-8.5200565 41.1475716, -8.5202993 41.1481412)",1549671629,1549671950,141582000,False,66.52
"LINESTRING (-8.5302369 41.1476835, -8.5304973 41.1481049, -8.530482900000001 41.1481878, -8.5304407 41.1482463, -8.530242599999999 41.1483316)",1549671659,1549672085,141582064,False,87.489
"LINESTRING (-8.5302369 41.1476835, -8.530322999999999 41.147643, -8.530717299999999 41.1473334)",1549671659,1326190424,141582117,False,56.199
"LINESTRING (-8.5302369 41.1476835, -8.5298821 41.1478281, -8.5295741 41.1479038, -8.529343600000001 41.1479586, -8.529188100000001 41.1480464, -8.529032600000001 41.1481658)",1549671659,1549671984,141582117,False,116.01700000000001
"LINESTRING (-8.5271948 41.1476975, -8.527213 41.1478133, -8.5272089 41.1479131, -8.5271861 41.1479972)",1549671681,1549671898,141582049,False,33.613
"LINESTRING (-8.5271948 41.1476975, -8.527779900000001 41.1478347, -8.5279399 41.1478629, -8.528124699999999 41.147937)",1549671681,1558680768,141582117,False,82.602
"LINESTRING (-8.5271948 41.1476975, -8.527021700000001 41.1476374, -8.526499599999999 41.1474236, -8.5264693 41.147417)",1549671681,1549671585,141582117,False,68.36300000000001
"LINESTRING (-8.5171706 41.1479986, -8.516895099999999 41.148254, -8.516661900000001 41.1484575, -8.5164817 41.1487049, -8.516412300000001 41.1488125)",1549671740,1549672252,141582041,False,111.15200000000002
"LINESTRING (-8.5171706 41.1479986, -8.517372 41.1476953, -8.517597800000001 41.1474273, -8.5176608 41.1473525)",1549671740,413695910,141582041,False,82.848
"LINESTRING (-8.5171706 41.1479986, -8.5174804 41.1480753, -8.517633999999999 41.1481388, -8.5176959 41.1481482)",1549671740,1549671963,141582121,False,47.265
"LINESTRING (-8.5271861 41.1479972, -8.5277742 41.148336, -8.527854100000001 41.148377)",1549671898,1549672096,141582012,False,70.096
"LINESTRING (-8.5271861 41.1479972, -8.5272089 41.1479131, -8.527213 41.1478133, -8.5271948 41.1476975)",1549671898,1549671681,141582049,False,33.613
"LINESTRING (-8.5271861 41.1479972, -8.527057900000001 41.1481238, -8.5268883 41.1481866, -8.5267117 41.1482212, -8.526536999999999 41.1483467, -8.525615200000001 41.148911, -8.5254054 41.1489985, -8.525154300000001 41.1490464, -8.5249778 41.1490276)",1549671898,1558685356,141582049,False,225.19
"LINESTRING (-8.5202993 41.1481412, -8.5205441 41.1487628)",1549671950,1549672220,141582000,False,72.094
"LINESTRING (-8.5202993 41.1481412, -8.5200565 41.1475716)",1549671950,1549671629,141582000,False,66.52
"LINESTRING (-8.5202993 41.1481412, -8.520345300000001 41.1481463, -8.521590700000001 41.1482121)",1549671950,1549671997,141582018,False,108.428
"LINESTRING (-8.5202993 41.1481412, -8.5202367 41.1481343, -8.519622 41.148252, -8.519524000000001 41.148264, -8.519476299999999 41.1482241, -8.5194074 41.1480505, -8.519359700000001 41.1479986, -8.519274899999999 41.1479827, -8.5180243 41.1482061, -8.5178017 41.14826, -8.517650700000001 41.1483143)",1549671950,413695896,141582018,False,248.37800000000001
"LINESTRING (-8.5176959 41.1481482, -8.5176507 41.1483143)",1549671963,413695896,253629249,False,18.853
"LINESTRING (-8.5176959 41.1481482, -8.517633999999999 41.1481388, -8.5174804 41.1480753, -8.5171706 41.1479986)",1549671963,1549671740,141582121,False,47.265
"LINESTRING (-8.5176959 41.1481482, -8.5177052 41.1480119, -8.517655599999999 41.1476092, -8.5176608 41.1473525)",1549671963,413695910,253629249,False,88.693
"LINESTRING (-8.529032600000001 41.1481658, -8.528976800000001 41.1485449, -8.5289249 41.1486289)",1549671984,1558680766,141582008,False,52.714
"LINESTRING (-8.529032600000001 41.1481658, -8.529188100000001 41.1480464, -8.529343600000001 41.1479586, -8.5295741 41.1479038, -8.5298821 41.1478281, -8.5302369 41.1476835)",1549671984,1549671659,141582117,False,116.01700000000001
"LINESTRING (-8.529032600000001 41.1481658, -8.5289161 41.1481279, -8.528124699999999 41.147937)",1549671984,1558680768,141582117,False,80.208
"LINESTRING (-8.521590700000001 41.1482121, -8.520345300000001 41.1481463, -8.5202993 41.1481412)",1549671997,1549671950,141582018,False,108.428
"LINESTRING (-8.530242599999999 41.1483316, -8.529814999999999 41.1484854, -8.5297596 41.1485549, -8.5297222 41.1486783, -8.5297596 41.1487855, -8.5300931 41.1492934, -8.5301139 41.1493567, -8.530116100000001 41.14942, -8.5300923 41.1495138, -8.530021899999999 41.1496086, -8.529920300000001 41.1496861)",1549672085,1549672801,141582064,False,187.189
"LINESTRING (-8.530242599999999 41.1483316, -8.5304407 41.1482463, -8.530482900000001 41.1481878, -8.5304973 41.1481049, -8.5302369 41.1476835)",1549672085,1549671659,141582064,False,87.489
"LINESTRING (-8.530242599999999 41.1483316, -8.530531099999999 41.148824, -8.530531099999999 41.1488702, -8.530526500000001 41.1489128, -8.530503599999999 41.1489704, -8.5304609 41.1490544)",1549672085,1549672422,141582155,False,86.42099999999999
"LINESTRING (-8.527854100000001 41.148377, -8.5282166 41.148494, -8.5286952 41.1486464, -8.528808400000001 41.1486663, -8.5288667 41.1486547, -8.5289249 41.1486289)",1549672096,1558680766,141582012,False,96.96900000000002
"LINESTRING (-8.527854100000001 41.148377, -8.5277742 41.148336, -8.5271861 41.1479972)",1549672096,1549671898,141582012,False,70.096
"LINESTRING (-8.527854100000001 41.148377, -8.527821700000001 41.1484213, -8.5277165 41.1484781, -8.526986600000001 41.1487426, -8.526876100000001 41.1488328)",1549672096,1549672268,141582162,False,97.933
"LINESTRING (-8.527854100000001 41.148377, -8.5278691 41.1483268, -8.528003200000001 41.1481733, -8.528089 41.1480763, -8.528124699999999 41.147937)",1549672096,1558680768,141582162,False,54.887
"LINESTRING (-8.5205441 41.1487628, -8.5207591 41.149329)",1549672220,1549672535,141582000,False,65.482
"LINESTRING (-8.5205441 41.1487628, -8.5202993 41.1481412)",1549672220,1549671950,141582000,False,72.094
"LINESTRING (-8.5205441 41.1487628, -8.5195822 41.1489483, -8.518387300000001 41.1492037, -8.517897100000001 41.1493115, -8.5169675 41.1494329)",1549672220,1549672572,141582143,False,308.896
"LINESTRING (-8.5164123 41.1488125, -8.5171876 41.1490781)",1549672252,1549672412,141582080,False,71.318
"LINESTRING (-8.516412300000001 41.1488125, -8.5164817 41.1487049, -8.516661900000001 41.1484575, -8.516895099999999 41.148254, -8.5171706 41.1479986)",1549672252,1549671740,141582041,False,111.152
