osmid,shape
1550565775,POINT(-8.5287444 41.1411976)
1550566293,POINT(-8.5287885 41.1412573)
1550566479,POINT(-8.5275103 41.1412972)
1550566808,POINT(-8.5180132 41.1413537)
1550566835,POINT(-8.5312433 41.1413607)
1550566955,POINT(-8.5239333 41.1414832)
1550567181,POINT(-8.518989 41.1415997)
1550567332,POINT(-8.5326161 41.1417357)
1550567695,POINT(-8.5196083 41.141715)
1550567742,POINT(-8.5293614 41.1417162)
1550567778,POINT(-8.521307 41.14173)
1550567873,POINT(-8.5320457 41.1417437)
1550567914,POINT(-8.5308843 41.141749)
1550568005,POINT(-8.5174614 41.1417913)
1550568015,POINT(-8.517911 41.1417948)
1550568196,POINT(-8.5168954 41.1418035)
1550568648,POINT(-8.525115 41.1419047)
1550569576,POINT(-8.5292465 41.1421941)
1550569598,POINT(-8.5205964 41.1421135)
1550569842,POINT(-8.5168272 41.1421618)
1550569888,POINT(-8.5250742 41.1421689)
1550570062,POINT(-8.5320827 41.1422193)
1550570070,POINT(-8.5334444 41.1422201)
1550570548,POINT(-8.530676 41.142278)
1550570953,POINT(-8.519613 41.1423533)
1550571565,POINT(-8.5295534 41.1424244)
1550571584,POINT(-8.5326585 41.1424518)
1550571598,POINT(-8.5305639 41.1424295)
1550571727,POINT(-8.5223378 41.1425102)
1550571755,POINT(-8.5215607 41.1425305)
1550571760,POINT(-8.5212657 41.1425371)
1550571764,POINT(-8.5209577 41.1425461)
1550572073,POINT(-8.5177775 41.1427241)
1550572175,POINT(-8.5190474 41.1427734)
1550572179,POINT(-8.5230028 41.1427786)
1550572182,POINT(-8.5190482 41.1428016)
1550572284,POINT(-8.5323708 41.142867)
1550572336,POINT(-8.5312483 41.1430532)
1550572372,POINT(-8.5290554 41.1429979)
1550572566,POINT(-8.5291264 41.1430931)
1550572577,POINT(-8.5182755 41.1430989)
1550572581,POINT(-8.5243441 41.143057)
1550572689,POINT(-8.5223585 41.1431529)
1550572699,POINT(-8.5286713 41.14317)
1550572779,POINT(-8.5326864 41.1431975)
1550572781,POINT(-8.5289261 41.1432477)
1550572888,POINT(-8.5293216 41.1433552)
1550572906,POINT(-8.5294296 41.1433769)
1550572909,POINT(-8.5242827 41.1433949)
1550572917,POINT(-8.5305936 41.1434128)
1550573039,POINT(-8.5247601 41.1434492)
1550573055,POINT(-8.5242577 41.1435059)
1550573063,POINT(-8.5228284 41.1435452)
1550573076,POINT(-8.5293469 41.1438824)
1550573368,POINT(-8.5375146 41.1454186)
1550573509,POINT(-8.5379759 41.1457504)
1550573512,POINT(-8.5370627 41.1457994)
1550573693,POINT(-8.5294613 41.146167)
1550573773,POINT(-8.5293762 41.1462131)
1550573859,POINT(-8.5296315 41.146316)
1550573943,POINT(-8.5295569 41.1463712)
1551004055,POINT(-8.5311201 41.1158086)
1551004058,POINT(-8.5295078 41.1159677)
1551004070,POINT(-8.5271684 41.1162379)
1551004093,POINT(-8.5378752 41.1167075)
1551004511,POINT(-8.5366867 41.1170592)
1551004554,POINT(-8.5325127 41.1187673)
1551004586,POINT(-8.5364753 41.119528)
1551004658,POINT(-8.5336597 41.120459)
1551004670,POINT(-8.533861 41.1204748)
1551004687,POINT(-8.5340246 41.1207414)
1551004691,POINT(-8.5333648 41.120849)
1551004706,POINT(-8.5340363 41.1209894)
1551004712,POINT(-8.5356668 41.121143)
1551004744,POINT(-8.5374216 41.1212547)
1551004781,POINT(-8.5320483 41.1215622)
1551004784,POINT(-8.534594 41.1215731)
1551004810,POINT(-8.5361875 41.121835)
1551004824,POINT(-8.5364517 41.121858)
1551004841,POINT(-8.5368955 41.1220525)
1551004846,POINT(-8.5318176 41.1225368)
1551004878,POINT(-8.5318107 41.1231145)
1551004879,POINT(-8.5368743 41.1231286)
1551004907,POINT(-8.5308708 41.123247)
1551004921,POINT(-8.5308914 41.1232799)
1551004937,POINT(-8.5424573 41.1234014)
1551004938,POINT(-8.5369656 41.1234178)
1551004940,POINT(-8.5403857 41.1234262)
1551004941,POINT(-8.5309805 41.1234456)
1551004957,POINT(-8.5436955 41.1240153)
1551004958,POINT(-8.5436101 41.1242791)
1551004960,POINT(-8.5425832 41.1243856)
1551004969,POINT(-8.5372741 41.124509)
1551004974,POINT(-8.5370599 41.1246849)
1551004978,POINT(-8.5406098 41.1247943)
1551004996,POINT(-8.5357676 41.1251717)
1551005057,POINT(-8.5359487 41.1254658)
1551007698,POINT(-8.5423367 41.1298339)
1551007715,POINT(-8.5420573 41.1298367)
1551007742,POINT(-8.5422125 41.1298769)
1551007745,POINT(-8.5419905 41.1298877)
1551007849,POINT(-8.5421139 41.1300145)
1551008154,POINT(-8.5454095 41.13036)
1551008167,POINT(-8.5444451 41.1303987)
1551008240,POINT(-8.5433294 41.1304563)
1551008363,POINT(-8.5444793 41.1309444)
1551008397,POINT(-8.5444876 41.1310757)
1551008400,POINT(-8.5436772 41.1311242)
1551008851,POINT(-8.5440735 41.131907)
1551009008,POINT(-8.5445485 41.1320873)
1551009724,POINT(-8.5444144 41.1325241)
1553102294,POINT(-8.5012375 41.1421729)
1553102333,POINT(-8.5002458 41.1425618)
1553102348,POINT(-8.5025879 41.143002)
1553102350,POINT(-8.5008543 41.1430039)
1553102363,POINT(-8.5016651 41.1432352)
1553102367,POINT(-8.5009989 41.1433582)
1553102384,POINT(-8.5002099 41.1434543)
1553102413,POINT(-8.5006798 41.1436356)
1553102558,POINT(-8.5006387 41.144745)
1553102561,POINT(-8.5009742 41.1447454)
1553102593,POINT(-8.5009233 41.1450193)
1553102621,POINT(-8.5019063 41.1451127)
1553102661,POINT(-8.5012399 41.1453811)
1553102771,POINT(-8.5002173 41.1460146)
1553102802,POINT(-8.5095771 41.1466773)
1553102804,POINT(-8.5097927 41.1468637)
1553102820,POINT(-8.51191 41.147123)
1553102884,POINT(-8.5094052 41.1474551)
1553102897,POINT(-8.5020271 41.1475384)
1553102906,POINT(-8.5004011 41.1475946)
1553102910,POINT(-8.5016541 41.1477088)
1553102921,POINT(-8.5015279 41.1477672)
1553102936,POINT(-8.5038706 41.1478215)
1553102943,POINT(-8.5114463 41.1478904)
1553102944,POINT(-8.5112807 41.1478867)
1553102958,POINT(-8.5100285 41.1480654)
1553102964,POINT(-8.5027597 41.1481413)
1553102973,POINT(-8.5102541 41.1481869)
1553102980,POINT(-8.510986 41.1482253)
1553102986,POINT(-8.5020829 41.1482715)
1553102996,POINT(-8.5130641 41.1483478)
1553103008,POINT(-8.5030562 41.1484523)
1553103033,POINT(-8.5010694 41.1485575)
1553103037,POINT(-8.5138866 41.1485804)
1553103049,POINT(-8.5007472 41.1486149)
1553103126,POINT(-8.5124295 41.1488525)
1553103130,POINT(-8.5033526 41.1488607)
1553103163,POINT(-8.5123595 41.1488947)
1553103173,POINT(-8.5025494 41.149128)
1553103181,POINT(-8.5022713 41.1492138)
1553103314,POINT(-8.5037137 41.1493176)
1553103353,POINT(-8.5043258 41.1493761)
1553103385,POINT(-8.5111871 41.1494239)
1553103405,POINT(-8.51066 41.1494554)
1553103509,POINT(-8.5136272 41.1497206)
1554893951,POINT(-8.5318423 41.1465203)
1554893961,POINT(-8.537611 41.1463777)
1554893974,POINT(-8.5358247 41.1463858)
1554893975,POINT(-8.531012 41.1444003)
1554893982,POINT(-8.5356737 41.1447154)
1554893990,POINT(-8.5293891 41.1436244)
1554893992,POINT(-8.5307544 41.1436947)
1554897401,POINT(-8.5326919 41.1430975)
1554897402,POINT(-8.5367846 41.1443695)
1554897462,POINT(-8.5360228 41.1441896)
1554897466,POINT(-8.5374429 41.1446026)
1554899476,POINT(-8.5383072 41.1437066)
1554899495,POINT(-8.537619 41.1446971)
1554899501,POINT(-8.5377615 41.1439189)
1554899504,POINT(-8.5380351 41.1437555)
1554901306,POINT(-8.5368696 41.1411895)
1556195616,POINT(-8.5281242 41.1033178)
1556195649,POINT(-8.5229098 41.1037671)
1556195666,POINT(-8.5273963 41.1039587)
1556195693,POINT(-8.5299665 41.1045754)
1556195707,POINT(-8.5267806 41.1049711)
1556195719,POINT(-8.529929 41.1051048)
1556195789,POINT(-8.5305409 41.1052755)
1556195852,POINT(-8.530345 41.1054564)
1556195858,POINT(-8.5269852 41.1055052)
1556195869,POINT(-8.5250644 41.1055288)
1556195881,POINT(-8.5296096 41.1056576)
1556195930,POINT(-8.5303365 41.1063421)
1556195935,POINT(-8.5304731 41.1063721)
1556195996,POINT(-8.528533 41.1069412)
1556196006,POINT(-8.5281367 41.1070073)
1556196016,POINT(-8.5302902 41.1071152)
1556196039,POINT(-8.5303278 41.1072803)
1556196044,POINT(-8.531506 41.1072937)
1556196066,POINT(-8.5246126 41.1077534)
1556196276,POINT(-8.525789 41.1088703)
1556196295,POINT(-8.5209438 41.1090352)
1556196301,POINT(-8.5218935 41.1091151)
1556196325,POINT(-8.520269 41.1092278)
1556196374,POINT(-8.5283506 41.1095761)
1556196381,POINT(-8.5347337 41.1097149)
1556196399,POINT(-8.5345285 41.1099427)
1556196400,POINT(-8.5323333 41.1099497)
1556196407,POINT(-8.5236407 41.1099737)
1556196408,POINT(-8.5352872 41.1099739)
1556196475,POINT(-8.5344264 41.110158)
1556196488,POINT(-8.5215632 41.110217)
1556196514,POINT(-8.5305047 41.1103564)
1556196520,POINT(-8.5295765 41.1103652)
1556196537,POINT(-8.5353809 41.1103567)
1556196562,POINT(-8.5310541 41.110442)
1556196635,POINT(-8.5290957 41.1105523)
1556196704,POINT(-8.5261277 41.1106219)
1556196714,POINT(-8.5194128 41.11073)
1556196715,POINT(-8.5348509 41.110745)
1556196727,POINT(-8.510522 41.1108397)
1556196790,POINT(-8.5294483 41.1108563)
1556196827,POINT(-8.5324247 41.1109823)
1556196836,POINT(-8.5189305 41.1109757)
1556196849,POINT(-8.5292766 41.1110167)
1556196852,POINT(-8.53023 41.1110792)
1556196871,POINT(-8.5299603 41.1111058)
1556196883,POINT(-8.533939 41.111144)
1556196889,POINT(-8.5213784 41.1111856)
1556196891,POINT(-8.5323211 41.1112001)
1556196929,POINT(-8.5219104 41.1113303)
1556196930,POINT(-8.5158036 41.1113335)
1556196934,POINT(-8.5248938 41.1113513)
1556196948,POINT(-8.5258048 41.1113751)
1556196949,POINT(-8.5168843 41.111379)
1556196950,POINT(-8.5226843 41.1113913)
1556197012,POINT(-8.5258335 41.1115435)
1556197029,POINT(-8.5144893 41.1115718)
1556197089,POINT(-8.5340859 41.1117398)
1556197123,POINT(-8.5324991 41.1117762)
1556197237,POINT(-8.5335571 41.1117934)
1556197312,POINT(-8.5214124 41.1118235)
1556197330,POINT(-8.5326652 41.1118392)
1556197342,POINT(-8.5222207 41.1119287)
1556197343,POINT(-8.5140219 41.1119298)
1556197348,POINT(-8.5219104 41.1119845)
1556197392,POINT(-8.5084266 41.1120117)
1556197394,POINT(-8.5190249 41.1120221)
1556197398,POINT(-8.5151303 41.1120355)
1556197401,POINT(-8.5138148 41.1120604)
1556197402,POINT(-8.5350557 41.1120524)
1556197403,POINT(-8.5190289 41.1120722)
1556197426,POINT(-8.5163422 41.1120876)
1556197428,POINT(-8.5180299 41.1120972)
1556197439,POINT(-8.5317785 41.1121606)
1556197473,POINT(-8.5329046 41.1122494)
1556197475,POINT(-8.5199701 41.112285)
1556197476,POINT(-8.5210073 41.1122915)
1556197497,POINT(-8.5094866 41.1123516)
1556197519,POINT(-8.5085649 41.1124494)
1556197592,POINT(-8.5137721 41.1124642)
1556197691,POINT(-8.5321456 41.1125094)
1556197694,POINT(-8.5127436 41.1125029)
1556197699,POINT(-8.5150139 41.1125372)
1556197759,POINT(-8.5322678 41.1125845)
1556197772,POINT(-8.5118708 41.112721)
1556197776,POINT(-8.5299102 41.1127429)
1556197780,POINT(-8.5145505 41.112773)
1556197783,POINT(-8.5337534 41.1127878)
1556197784,POINT(-8.515174 41.1128059)
1556197786,POINT(-8.5232108 41.1128171)
1556197879,POINT(-8.5088694 41.1129715)
1556197893,POINT(-8.534124 41.1130197)
1556197979,POINT(-8.5127939 41.1130856)
1556197997,POINT(-8.5190963 41.1130896)
1556198300,POINT(-8.5161056 41.113209)
1556198326,POINT(-8.5353764 41.1132532)
1556198445,POINT(-8.5316299 41.1133586)
1556198447,POINT(-8.53208 41.1133765)
1556198452,POINT(-8.5124883 41.1133844)
1556198464,POINT(-8.5044103 41.1133965)
1556198469,POINT(-8.5223001 41.113404)
1556198534,POINT(-8.5067697 41.1135283)
1556198688,POINT(-8.5302467 41.1136415)
1556198776,POINT(-8.5095813 41.1136714)
1556198890,POINT(-8.5100501 41.1136978)
1556198932,POINT(-8.5249874 41.1137834)
1556198935,POINT(-8.5171117 41.1138376)
1556198936,POINT(-8.508651 41.1138412)
1556198945,POINT(-8.5303105 41.1138946)
1556198962,POINT(-8.5176705 41.1139033)
1556198966,POINT(-8.5056226 41.1139352)
1556198996,POINT(-8.5343616 41.1139818)
1556199034,POINT(-8.5030519 41.1142629)
1556199046,POINT(-8.5062353 41.114308)
1556199051,POINT(-8.517845 41.114304)
1556199055,POINT(-8.5042047 41.1143172)
1556199087,POINT(-8.5048377 41.1144761)
1556199088,POINT(-8.5096203 41.1145157)
1556199106,POINT(-8.5047101 41.1145344)
1556199122,POINT(-8.5086471 41.1145835)
1556199124,POINT(-8.5045392 41.1145925)
1556199421,POINT(-8.5239224 41.1148895)
1556199431,POINT(-8.5052467 41.1149868)
1556199443,POINT(-8.529526 41.1148418)
1556199577,POINT(-8.5088451 41.1152433)
1556199602,POINT(-8.5074169 41.1153613)
1556199626,POINT(-8.5065902 41.1156277)
1556199736,POINT(-8.5211999 41.1156468)
1556199746,POINT(-8.5096824 41.1158898)
1556199831,POINT(-8.5251305 41.1158265)
1556199931,POINT(-8.5096485 41.1162332)
1556200049,POINT(-8.5239043 41.1164011)
1556200207,POINT(-8.525645 41.1167211)
1556200352,POINT(-8.5177889 41.1170303)
1556200360,POINT(-8.5252135 41.1171693)
1556200365,POINT(-8.5248051 41.1172222)
1556200368,POINT(-8.5173445 41.1172761)
1556200372,POINT(-8.5250249 41.1174789)
1556200374,POINT(-8.5078184 41.1175223)
1556200375,POINT(-8.522448 41.1175333)
1556200376,POINT(-8.5229781 41.1175666)
1556200384,POINT(-8.5243944 41.1176846)
1556200385,POINT(-8.5050359 41.1176866)
1556200389,POINT(-8.5181522 41.117722)
1556200396,POINT(-8.5239019 41.1179157)
1556200402,POINT(-8.5126561 41.1181038)
1556200407,POINT(-8.5060716 41.1183914)
1556200409,POINT(-8.5118011 41.1184953)
1556200412,POINT(-8.5225878 41.1185841)
1556200414,POINT(-8.5072507 41.1186574)
1556200417,POINT(-8.5048843 41.1187204)
1556200419,POINT(-8.5250516 41.1187373)
1556200420,POINT(-8.5141965 41.1187555)
1556200424,POINT(-8.5087319 41.1189507)
1556200430,POINT(-8.5234245 41.119126)
1556200432,POINT(-8.522532 41.1191868)
1556200456,POINT(-8.5244362 41.1193117)
1556200465,POINT(-8.5141634 41.1193599)
1556200588,POINT(-8.5131778 41.119608)
1556200653,POINT(-8.5116663 41.1196701)
1556200673,POINT(-8.5163079 41.1201698)
1556200680,POINT(-8.5086608 41.1209707)
1556200699,POINT(-8.512787 41.1219741)
1556200730,POINT(-8.5100079 41.123074)
1556200795,POINT(-8.511594 41.1241899)
1556200941,POINT(-8.5149426 41.1274473)
1556200988,POINT(-8.5147919 41.1274777)
1556200992,POINT(-8.5147681 41.1275029)
1556201027,POINT(-8.5181288 41.1276605)
1556201033,POINT(-8.5150875 41.127709)
1556201053,POINT(-8.5150121 41.1277937)
1556201125,POINT(-8.5149706 41.1278023)
1556201272,POINT(-8.5180699 41.1286177)
1556201276,POINT(-8.5140469 41.1286745)
1556201634,POINT(-8.5260861 41.1292919)
1556201651,POINT(-8.5260241 41.1294747)
1556201655,POINT(-8.5273697 41.1295092)
1556201730,POINT(-8.5264583 41.1296088)
1556201753,POINT(-8.5264583 41.1298484)
1556201834,POINT(-8.5258785 41.1299845)
1556201890,POINT(-8.5273239 41.1299927)
1556201910,POINT(-8.5263342 41.1300516)
1556202051,POINT(-8.5230303 41.1305037)
1556203732,POINT(-8.501742 41.1371586)
1556203906,POINT(-8.5077077 41.1376852)
1556203915,POINT(-8.5005832 41.1377943)
1556204046,POINT(-8.505712 41.138228)
1556204090,POINT(-8.5067655 41.1385423)
1556204114,POINT(-8.5066299 41.1387647)
1556204169,POINT(-8.5045418 41.1388514)
1556204179,POINT(-8.5139475 41.1388665)
1556204228,POINT(-8.5071136 41.138873)
1556204316,POINT(-8.5120119 41.1390867)
1556204459,POINT(-8.5069764 41.1392751)
1556204523,POINT(-8.5126454 41.139299)
1556204549,POINT(-8.5071462 41.1393852)
1556204555,POINT(-8.5112122 41.139394)
1556204623,POINT(-8.5067001 41.1394418)
1556204649,POINT(-8.5131023 41.1394979)
1556204804,POINT(-8.5128617 41.1396007)
1556204832,POINT(-8.5125873 41.139718)
1556204990,POINT(-8.5127088 41.1399172)
1556205129,POINT(-8.5120786 41.1401285)
1556205158,POINT(-8.5057092 41.1401409)
1556205180,POINT(-8.5073087 41.1403259)
1556205202,POINT(-8.5049212 41.1405487)
1556205240,POINT(-8.5059642 41.1406673)
1556205325,POINT(-8.5072127 41.1408575)
1556205329,POINT(-8.5057612 41.1409212)
1556205369,POINT(-8.5061131 41.1413622)
1556205773,POINT(-8.5082736 41.1420332)
1556205886,POINT(-8.5077336 41.1421839)
1556205944,POINT(-8.5128881 41.1422122)
1556206461,POINT(-8.5099133 41.142852)
1556206829,POINT(-8.5080241 41.1438143)
1556206895,POINT(-8.5111038 41.144163)
1556206923,POINT(-8.5113526 41.1441738)
1556207141,POINT(-8.5112935 41.1444578)
1556356267,POINT(-8.5366582 41.1396053)
1556356283,POINT(-8.5328208 41.141534)
1556356284,POINT(-8.5368299 41.1394841)
1556356290,POINT(-8.5360067 41.1399545)
1556356293,POINT(-8.5355668 41.1399262)
1556403607,POINT(-8.5269301 41.1392718)
1556404826,POINT(-8.5311108 41.139711)
1556412509,POINT(-8.5341333 41.1352728)
1556412522,POINT(-8.5336381 41.1354804)
1556412526,POINT(-8.5342198 41.1352406)
1556419618,POINT(-8.5184555 41.1391484)
1556419619,POINT(-8.5184461 41.1390393)
1556419621,POINT(-8.5185139 41.1399864)
1556419623,POINT(-8.5257607 41.135077)
1556419635,POINT(-8.5184173 41.138705)
1556419642,POINT(-8.5191034 41.137975)
1556437325,POINT(-8.5330418 41.1485408)
1556437332,POINT(-8.5332781 41.1487316)
1558680766,POINT(-8.5289249 41.1486289)
1558680768,POINT(-8.5281247 41.147937)
1558685356,POINT(-8.5249778 41.1490276)
1558685378,POINT(-8.5248516 41.1449982)
1558685380,POINT(-8.5248652 41.1451254)
1558685401,POINT(-8.5246379 41.1449666)
1558685411,POINT(-8.5236538 41.1487912)
1558696101,POINT(-8.5240155 41.1462788)
1558696136,POINT(-8.519847 41.1462626)
1560914785,POINT(-8.5253006 41.1004059)
1560915150,POINT(-8.524833 41.1012024)
1560915781,POINT(-8.5259788 41.1031224)
1560915791,POINT(-8.5245174 41.1031491)
1560915985,POINT(-8.5262043 41.1032404)
1560916136,POINT(-8.5258817 41.1032581)
1560916239,POINT(-8.5190397 41.1033711)
1560916572,POINT(-8.5251468 41.1037659)
1560916604,POINT(-8.5270595 41.1038492)
1560916775,POINT(-8.5205835 41.1040847)
1560916854,POINT(-8.5176953 41.1044362)
1560917293,POINT(-8.5183937 41.1050192)
1560917299,POINT(-8.5184473 41.1051049)
1560917324,POINT(-8.5130509 41.1053015)
1560917436,POINT(-8.5170395 41.1055438)
1560917446,POINT(-8.516425 41.1056311)
1560917571,POINT(-8.5140187 41.1058675)
1560917719,POINT(-8.5139874 41.1065135)
1560917904,POINT(-8.5154193 41.107111)
1560917919,POINT(-8.5156057 41.1074551)
1560918012,POINT(-8.5090324 41.107689)
1560918017,POINT(-8.5031098 41.1077743)
1560918069,POINT(-8.5092957 41.1079121)
1560918090,POINT(-8.5089354 41.1081445)
1560918142,POINT(-8.5135729 41.1082238)
1560918152,POINT(-8.5135943 41.1082245)
1560918263,POINT(-8.5074718 41.108422)
1560918309,POINT(-8.5057253 41.1084483)
1560918324,POINT(-8.5091871 41.1085245)
1560918444,POINT(-8.50813 41.1088196)
1560918465,POINT(-8.5100411 41.1090142)
1560918616,POINT(-8.507161 41.1092811)
1560918899,POINT(-8.5132778 41.1106566)
1560918935,POINT(-8.5140438 41.1108252)
1560919059,POINT(-8.513758 41.1110342)
1560919117,POINT(-8.5138823 41.111298)
1560919176,POINT(-8.5143697 41.1116634)
1576669325,POINT(-8.5499157 41.1434944)
1576669347,POINT(-8.5476215 41.143042)
1576669362,POINT(-8.549753 41.1436101)
1576669395,POINT(-8.5499087 41.1428369)
1576669425,POINT(-8.54989 41.1436733)
1842028157,POINT(-8.5039263 41.1005572)
1842028177,POINT(-8.5098041 41.1081664)
1966612852,POINT(-8.5480255 41.1477724)
1966612865,POINT(-8.5482232 41.1479476)
1966612875,POINT(-8.548262 41.1481816)
1966612878,POINT(-8.5472351 41.1482784)
1966612887,POINT(-8.5481214 41.1483931)
1966612891,POINT(-8.5474365 41.1484553)
2056845783,POINT(-8.5197587 41.1354717)
2056845812,POINT(-8.5171022 41.1344533)
2056845815,POINT(-8.519562 41.1352036)
2085318114,POINT(-8.5332462 41.14923)
2090161526,POINT(-8.5184545 41.1013292)
2124092390,POINT(-8.5044531 41.1493449)
2355900878,POINT(-8.5021498 41.1004091)
2409041483,POINT(-8.5433651 41.1341102)
2409041484,POINT(-8.5465465 41.1377377)
2409041488,POINT(-8.5425922 41.1338272)
2409041490,POINT(-8.5440854 41.133058)
2409041491,POINT(-8.5440068 41.134335)
2409041493,POINT(-8.5182101 41.1382925)
2409041497,POINT(-8.5428092 41.1330297)
2409041499,POINT(-8.5169037 41.1382371)
2409041500,POINT(-8.5435921 41.1349448)
2409041502,POINT(-8.5439463 41.1332639)
2409041504,POINT(-8.5471159 41.138091)
2410475737,POINT(-8.5096418 41.1136706)
2410475738,POINT(-8.5136106 41.1269285)
2410475743,POINT(-8.5097214 41.1134774)
2410508036,POINT(-8.5454979 41.1416814)
2410508038,POINT(-8.5453167 41.1415613)
2410508049,POINT(-8.5453227 41.1417699)
2410508060,POINT(-8.5452162 41.141688)
2410528137,POINT(-8.5418639 41.134417)
2410528199,POINT(-8.5418326 41.134579)
2411445312,POINT(-8.5318277 41.1298011)
2411445315,POINT(-8.5332457 41.1283118)
2411445317,POINT(-8.5352731 41.1278142)
2411445321,POINT(-8.5338661 41.132203)
2411445328,POINT(-8.5418763 41.1235822)
2411445331,POINT(-8.5421119 41.1237106)
2411445349,POINT(-8.5329221 41.1295062)
2411445353,POINT(-8.5302683 41.1287662)
2411445358,POINT(-8.5298053 41.1285001)
2411469173,POINT(-8.5326131 41.141454)
2411469176,POINT(-8.5327298 41.1414326)
2416627168,POINT(-8.5315388 41.1389169)
2416627175,POINT(-8.5468618 41.143142)
2416627199,POINT(-8.5499428 41.1479251)
2416627228,POINT(-8.5452686 41.1466715)
2418209190,POINT(-8.5388439 41.1478401)
2418209191,POINT(-8.5393995 41.14836)
2418209192,POINT(-8.5266476 41.1438785)
2418209211,POINT(-8.5168574 41.1318215)
2418209239,POINT(-8.525557 41.1395378)
2418209321,POINT(-8.5318979 41.1343346)
2418219663,POINT(-8.5380196 41.1408295)
2418269990,POINT(-8.529355 41.1315932)
2418364694,POINT(-8.5399933 41.1445475)
2418364697,POINT(-8.5401915 41.1448085)
2418364701,POINT(-8.5415788 41.143087)
2418364708,POINT(-8.5397995 41.1443781)
2418364711,POINT(-8.5399101 41.1446602)
2418364712,POINT(-8.5417432 41.1428135)
2418364723,POINT(-8.5417117 41.1430954)
2418364737,POINT(-8.5399445 41.1445174)
2418364738,POINT(-8.5398803 41.1446567)
2418364746,POINT(-8.5401429 41.1398494)
2418364748,POINT(-8.5401079 41.1399353)
2418364750,POINT(-8.5418522 41.1429079)
2418364763,POINT(-8.5398168 41.1445643)
2418364764,POINT(-8.5398123 41.144587)
2418364767,POINT(-8.5418454 41.1430072)
2418364771,POINT(-8.5400065 41.1445997)
2418364776,POINT(-8.5415603 41.1428207)
2420387766,POINT(-8.5249324 41.1399994)
2420387826,POINT(-8.5324749 41.1355313)
2420387876,POINT(-8.5198869 41.1380758)
2420387892,POINT(-8.5252345 41.1425668)
2420387919,POINT(-8.5360274 41.1441363)
2420387928,POINT(-8.5249394 41.1426008)
2454698465,POINT(-8.5270302 41.1390638)
2454698466,POINT(-8.5272728 41.1387656)
2454698476,POINT(-8.5245005 41.1382756)
2454698477,POINT(-8.5245657 41.1390207)
2454698494,POINT(-8.5488828 41.1488726)
2454698517,POINT(-8.5358952 41.1420645)
2454698520,POINT(-8.5362409 41.1415698)
2456260465,POINT(-8.5088761 41.1164386)
2456260475,POINT(-8.5098446 41.1165299)
2466648905,POINT(-8.5367831 41.1335903)
2466648916,POINT(-8.536908 41.1339736)
2667888431,POINT(-8.5363735 41.1365994)
2667888435,POINT(-8.5080146 41.1047964)
2667888443,POINT(-8.5093806 41.1071924)
2791602781,POINT(-8.5232983 41.1383545)
2791603150,POINT(-8.5122852 41.1041685)
2791603154,POINT(-8.5108115 41.1041311)
2795601884,POINT(-8.5340133 41.1339309)
2795601889,POINT(-8.5330924 41.133406)
2795601902,POINT(-8.5157301 41.1293793)
2795601904,POINT(-8.5159359 41.1299972)
2795601905,POINT(-8.5197584 41.1287706)
2795601907,POINT(-8.5198508 41.1289445)
2795601926,POINT(-8.5253985 41.1249605)
2795601930,POINT(-8.5234811 41.1250845)
2795601931,POINT(-8.5227459 41.1246298)
2795601934,POINT(-8.5239286 41.1244817)
2871449893,POINT(-8.522949 41.1385598)
2871449895,POINT(-8.5228298 41.1383064)
2871449898,POINT(-8.5226547 41.1384076)
2871449900,POINT(-8.5230224 41.1384439)
2871456001,POINT(-8.5229836 41.1383616)
2871456008,POINT(-8.5227284 41.1385642)
2896417959,POINT(-8.5230914 41.1390449)
2896417961,POINT(-8.5235958 41.1407615)
2942509894,POINT(-8.544057 41.1404156)
3139742504,POINT(-8.5231656 41.1392378)
3139742508,POINT(-8.5233654 41.1399851)
3139742509,POINT(-8.5237059 41.1413029)
3139742510,POINT(-8.5214306 41.1409202)
3139742512,POINT(-8.5184269 41.1388165)
3139742513,POINT(-8.5187527 41.1387657)
3139742521,POINT(-8.5303014 41.1408694)
3139742522,POINT(-8.5191268 41.1413139)
3139742523,POINT(-8.5189578 41.1413285)
3139742941,POINT(-8.522652 41.1300046)
3139742942,POINT(-8.5233314 41.1290341)
3283198441,POINT(-8.5410786 41.1366602)
3283198450,POINT(-8.5400587 41.1369186)
3299419396,POINT(-8.5164684 41.1340302)
3299419398,POINT(-8.5159124 41.1333386)
3319839541,POINT(-8.5197395 41.1256008)
3332545295,POINT(-8.5470896 41.1429057)
3332545297,POINT(-8.5471439 41.1428114)
3332545308,POINT(-8.5499416 41.1436113)
3332545310,POINT(-8.5499434 41.1437343)
3360275664,POINT(-8.5315733 41.1085197)
3360275672,POINT(-8.5301542 41.1089238)
3394683710,POINT(-8.5370771 41.1439434)
3425663239,POINT(-8.5324067 41.1441055)
3425663242,POINT(-8.5324296 41.1440205)
3425663249,POINT(-8.5313724 41.1478792)
3475356703,POINT(-8.5421568 41.1351955)
3475356705,POINT(-8.542269 41.1345951)
3763258460,POINT(-8.5298049 41.1364764)
3846224996,POINT(-8.534275 41.1326946)
3846225027,POINT(-8.5258233 41.1332876)
3846225063,POINT(-8.5255125 41.1335924)
3846225587,POINT(-8.534644 41.1352343)
3846225594,POINT(-8.5345687 41.1352786)
3846225604,POINT(-8.5347214 41.1353733)
3846226321,POINT(-8.5054181 41.1386111)
3846226333,POINT(-8.5062341 41.1388141)
3846226350,POINT(-8.5062108 41.1389702)
